NaN,elastic_elasticsearch,ReactiveX_RxJava,apache_dubbo,zxing_zxing,skylot_jadx,eugenp_tutorials,JakeWharton_butterknife,Netflix_Hystrix,seata_seata,halo-dev_halo,apache_kafka,square_picasso,alibaba_nacos,apache_skywalking,redisson_redisson,apache_flink,Tencent_tinker,oracle_graal,apache_rocketmq,apache_shardingsphere,TeamNewPipe_NewPipe,orhanobut_logger,prestodb_presto,zhihu_Matisse,apache_hadoop,pinpoint-apm_pinpoint,Tencent_VasSonic,androidannotations_androidannotations,realm_realm-java,Netflix_zuul,apache_druid,Netflix_eureka,JakeWharton_ViewPagerIndicator,lingochamp_FileDownloader,liaohuqiu_android-Ultra-Pull-To-Refresh,pockethub_PocketHub,apache_zookeeper,openjdk_jdk,grpc_grpc-java,apereo_cas,Tencent_matrix,apache_pulsar,ChrisRM_material-theme-jetbrains,OpenAPITools_openapi-generator,Activiti_Activiti,dropwizard_metrics,square_dagger,JakeWharton_ActionBarSherlock,apache_shardingsphere-elasticjob,OpenFeign_feign,java-native-access_jna,apache_storm,Angel-ML_angel,JakeWharton_DiskLruCache,real-logic_aeron,sshahine_JFoenix,evernote_android-job,mrniko_netty-socketio,lightbend_config,square_otto,apache_jmeter,scribejava_scribejava,springfox_springfox,apache_beam,debezium,mybatis_generator,Alluxio_alluxio,Karumi_Dexter,orhanobut_dialogplus,micronaut-projects_micronaut-core,JodaOrg_joda-time,hibernate_hibernate-orm,junit-team_junit5,JakeWharton_NineOldAndroids,dromara_shenyu,square_android-times-square,HotBitmapGG_bilibili-android-client,quartz-scheduler_quartz,airbnb_DeepLinkDispatch,Netflix_ribbon,mapstruct_mapstruct,roboguice_roboguice,apache_ignite,apache_camel,apache_hive,bjmashibing_InternetArchitect,brianfrankcooper_YCSB,apache_rocketmq-externals,AntennaPod_AntennaPod,dromara_hmily,oblac_jodd,apache_incubator-heron,Atmosphere_atmosphere,powermock_powermock,Genymobile_gnirehtet,citerus_dddsample-core,querydsl_querydsl,oracle_opengrok,runelite_runelite
apache_kafka,0.180421959,0.072168784,0.240562612,0.505282552,0.52615222,0.144337567,0.617160985,0.587525984,0.725866186,0.413405315,1,0.632195423,0.488569918,0.707527553,0.577650894,0.445566394,0.573819042,0.549971941,0.725866186,0.578637562,0.606478435,0.645833333,0.626550365,0.62398065,0.597969922,0.519615242,0.640681647,0.538665613,0.120096115,0.587525984,0.544581149,0.587525984,0.469097094,0.616315634,0.3086067,0.404226042,0.586127761,0.255155182,0.424437344,0.521178457,0.658732549,0.515122196,0.577350269,0.387835876,0.367423461,0.866025404,0.655610068,0.3086067,0.578637562,0.587525984,0.129099445,0.416352083,0.300049599,0.623609564,0.597925481,0.420336404,0.561951487,0.600480577,0,0.614614979,0.252645576,0.599543773,0.660528634,0.368932394,0.451848057,0.404226042,0.53530982,0.585540044,0.579066024,0.484237355,0.467707173,0.252590743,0.144337567,0.272772363,0.502391038,0.655610068,0.594088526,0.144337567,0.638326907,0.587525984,0.612372436,0.565752382,0.355023473,0.46291005,0.587525984,0.11785113,0.591960021,0.767364346,0.351763235,0.506896878,0.606339063,0.547946255,0.144337567,0.426401433,0.597925481,0.563734521,0,0.500693963,0.272772363
square_picasso,0.283887487,0,0.216295228,0.636035191,0.506866324,0.162221421,0.861056772,0.788126497,0.670124029,0.443508033,0.632195423,1,0.506866324,0.658090197,0.670166253,0.556414884,0.644916928,0.573964021,0.670124029,0.534717815,0.766825781,0.84292723,0.613319648,0.8705715,0.695234662,0.6164414,0.880078233,0.569795656,0.314944889,0.788126497,0.556414884,0.788126497,0.608330329,0.890587253,0.476910483,0.431595308,0.726897361,0.344123601,0.431595308,0.569922828,0.850033171,0.605263158,0.764758128,0.412948321,0.412948321,0.702959492,0.973684211,0.476910483,0.534717815,0.788126497,0.14509525,0.467939344,0.367883604,0.876095805,0.650332477,0.449921271,0.789473684,0.719874033,0,0.846747384,0.378598819,0.654010529,0.742370097,0.385026771,0.507833375,0.431595308,0.557070647,0.877453595,0.801001879,0.615223082,0.600751409,0.202776776,0.216295228,0.429197538,0.564638782,0.973684211,0.890263815,0.162221421,0.915325788,0.788126497,0.780013495,0.758129781,0.43528575,0.585299229,0.702923633,0.132453236,0.734130348,0.695518605,0.310630372,0.554305532,0.817759531,0.615838425,0.162221421,0.399361532,0.802076722,0.760299486,0,0.592348878,0.30656967
alibaba_nacos,0.325472277,0.130188911,0.303774126,0.455752348,0.644067797,0.130188911,0.499078,0.495744603,0.467652374,0.915254237,0.488569918,0.506866324,1,0.484130733,0.470604852,0.424217067,0.805109767,0.478344603,0.467652374,0.637898251,0.529933886,0.507361069,0.546902818,0.504592842,0.464960396,0.520755644,0.513670203,0.52873331,0.216647443,0.495744603,0.468871495,0.495744603,0.390566733,0.555901438,0.2783556,0.893274602,0.455752348,0.230143654,0.875044508,0.559026018,0.506136675,0.506866324,0.502157228,0.883751633,0.865340141,0.542453796,0.485746894,0.2783556,0.637898251,0.495744603,0.116444502,0.894141112,0.615084789,0.462037457,0.504519525,0.902697681,0.443508033,0.45134884,0.075164603,0.4828362,0.322830075,0.572583849,0.487456748,0.380306151,0.291111255,0.893274602,0.751078534,0.484130733,0.441948872,0.493740114,0.462037457,0.195283366,0.260377822,0.196827133,0.67359284,0.485746894,0.468871495,0.130188911,0.516194193,0.495744603,0.515521786,0.43178777,0.378444631,0.365341725,0.46155532,0.318896402,0.460287309,0.491198709,0.679889414,0.679634152,0.492212536,0.522475891,0.130188911,0.464729268,0.504519525,0.474576271,0,0.404075285,0.246033916
apache_skywalking,0.211288564,0,0.225374468,0.568057282,0.528142618,0.169030851,0.623055983,0.554870952,0.910765111,0.396106963,0.707527553,0.658090197,0.484130733,1,0.501901148,0.463816829,0.522657375,0.483045892,0.910765111,0.481870882,0.554870952,0.609937546,0.591726335,0.629940788,0.482945288,0.439480212,0.639135517,0.500945749,0.187522892,0.554870952,0.49280538,0.554870952,0.591607978,0.618647115,0.406578556,0.402373908,0.497050122,0.358568583,0.402373908,0.461880215,0.657142857,0.466147223,0.579534346,0.382473155,0.358568583,0.788810638,0.658090197,0.406578556,0.481870882,0.554870952,0.226778684,0.417927114,0.351382111,0.625968637,0.519517044,0.398486146,0.603249347,0.515687954,0,0.580454325,0.369835255,0.619512154,0.539128316,0.37032804,0.453557368,0.402373908,0.534017979,0.6,0.599886611,0.493113673,0.417312425,0.211288564,0.225374468,0.383325939,0.508834716,0.658090197,0.608759587,0.169030851,0.644424078,0.554870952,0.621518877,0.535129551,0.41576092,0.451753951,0.510481276,0.138013112,0.501996016,0.898645105,0.294244943,0.497354649,0.568057282,0.568353068,0.169030851,0.39531893,0.564692439,0.528142618,0,0.43204938,0.191662969
redisson_redisson,0.225924029,0,0.172132593,0.668868912,0.571448749,0,0.685248289,0.695015091,0.510112785,0.386568271,0.577650894,0.670166253,0.470604852,0.501901148,1,0.464947815,0.641549192,0.614887323,0.510112785,0.655562281,0.711966679,0.726722093,0.560403683,0.692820323,0.719268336,0.490577891,0.679162176,0.722695757,0.28644595,0.695015091,0.464947815,0.695015091,0.451848057,0.689061827,0.379536058,0.379628301,0.723101526,0.182574186,0.379628301,0.629940788,0.654653671,0.460739299,0.663940002,0.365148372,0.38340579,0.602464076,0.649223558,0.379536058,0.655562281,0.695015091,0.057735027,0.425596141,0.365962527,0.657375735,0.621059003,0.393863181,0.649223558,0.859337849,0,0.709326902,0.451946146,0.61510829,0.734017746,0.377123617,0.404145188,0.379628301,0.478795659,0.611010093,0.657375735,0.640257041,0.557773351,0.322748612,0.129099445,0.243975018,0.643666672,0.649223558,0.597790048,0.129099445,0.649686866,0.695015091,0.712039325,0.720111523,0.230940108,0.638310642,0.728918266,0.105409255,0.730296743,0.531368931,0.404519917,0.624932429,0.705023988,0.686137241,0.129099445,0.508513381,0.724568837,0.689099962,0,0.471404521,0.195180015
apache_flink,0.257247878,0.171498585,0.171498585,0.456277501,0.446544281,0.171498585,0.581579998,0.630528289,0.431228773,0.379562639,0.445566394,0.556414884,0.424217067,0.463816829,0.464947815,1,0.549226664,0.536774032,0.431228773,0.44307094,0.608009421,0.51982746,0.504306712,0.588006491,0.46549616,0.445896321,0.620272262,0.508259213,0.332956046,0.630528289,0.588235294,0.630528289,0.428746463,0.575372359,0.366679399,0.36021908,0.528321317,0.303169531,0.36021908,0.468623349,0.608759587,0.778980838,0.538995553,0.339549875,0.363803438,0.514495755,0.556414884,0.366679399,0.44307094,0.630528289,0.076696499,0.376914278,0.356512048,0.582181736,0.527101636,0.380521195,0.52859414,0.523216644,0.297044263,0.612485702,0.225140757,0.419037737,0.475651494,0.657535506,0.345134245,0.36021908,0.565371417,0.550782484,0.529256124,0.575359712,0.529256124,0.214373231,0.285830975,0.388922234,0.483996894,0.556414884,0.529411765,0,0.601525648,0.630528289,0.557831938,0.439524536,0.421830744,0.366679399,0.540452819,0.140028008,0.509324813,0.5,0.238832574,0.472059835,0.600365133,0.539447366,0,0.295540232,0.572936561,0.625161993,0.198029509,0.500979433,0.259281489
Tencent_tinker,0.331294578,0.110431526,0.257673561,0.55668624,0.632586245,0.110431526,0.618725129,0.6235159,0.515686277,0.761978886,0.573819042,0.644916928,0.805109767,0.522657375,0.641549192,0.549226664,1,0.556029608,0.515686277,0.757527715,0.6235159,0.637576713,0.572149746,0.625562078,0.567933563,0.50798502,0.617264256,0.666678911,0.275653751,0.6235159,0.530287813,0.6235159,0.414118223,0.656785344,0.354168802,0.773175333,0.587613253,0.195217202,0.757711826,0.65739782,0.597322714,0.537430773,0.583709495,0.765251433,0.749634057,0.607373393,0.644916928,0.354168802,0.757527715,0.6235159,0.09877296,0.773615772,0.563479113,0.613438359,0.575524303,0.781018962,0.555345132,0.658506184,0.063757671,0.637095341,0.499350902,0.634093834,0.627877989,0.403238919,0.395091839,0.773175333,0.712940025,0.615989049,0.57935845,0.563783276,0.562318496,0.303686697,0.220863052,0.250435161,0.75836226,0.644916928,0.606043215,0.110431526,0.656785344,0.6235159,0.609077671,0.566038084,0.395091839,0.531253202,0.59451516,0.225417409,0.593460295,0.549226664,0.63438082,0.765163851,0.618540266,0.646810961,0.110431526,0.557320429,0.619795403,0.603832325,0,0.504048649,0.250435161
oracle_graal,0.272165527,0.068041382,0.136082763,0.647883544,0.531494003,0.136082763,0.621993574,0.679004605,0.513264903,0.425195203,0.549971941,0.573964021,0.478344603,0.483045892,0.614887323,0.536774032,0.556029608,1,0.513264903,0.557667942,0.71474169,0.628539361,0.705049739,0.608580619,0.680413817,0.571547607,0.60404045,0.642292025,0.264197975,0.679004605,0.560112034,0.679004605,0.40824829,0.581067953,0.290957187,0.419218764,0.685994341,0.240562612,0.419218764,0.62417494,0.598056818,0.529812943,0.680413817,0.404145188,0.404145188,0.612372436,0.573964021,0.290957187,0.557667942,0.679004605,0.243432248,0.448617723,0.385758375,0.608942762,0.636468847,0.43403953,0.596039561,0.67936622,0.07856742,0.65423418,0.436693645,0.581880446,0.603881085,0.372677996,0.395577403,0.419218764,0.579464559,0.529050262,0.587944736,0.535942201,0.56694671,0.306186218,0.090721842,0.2057378,0.588873119,0.573964021,0.513436031,0.136082763,0.622572806,0.679004605,0.673575314,0.574426958,0.365148372,0.56372955,0.696873148,0.111111111,0.692820323,0.560112034,0.331645559,0.594154598,0.685994341,0.723252157,0.136082763,0.452267017,0.672838495,0.655509271,0.07856742,0.571439594,0.36004115
apache_rocketmq,0.224506628,0,0.239473736,0.528145228,0.491034992,0.179605302,0.63555257,0.565999957,1,0.374121899,0.725866186,0.670124029,0.467652374,0.910765111,0.510112785,0.431228773,0.515686277,0.513264903,1,0.464014849,0.565999957,0.622171017,0.628744319,0.642575463,0.513158006,0.466973785,0.649592455,0.51257032,0.199254193,0.565999957,0.492832883,0.565999957,0.628618557,0.629959691,0.432013825,0.402396364,0.528145228,0.317500318,0.402396364,0.438192068,0.667894415,0.466173237,0.590131707,0.381000381,0.33020033,0.838158076,0.670124029,0.432013825,0.464014849,0.565999957,0.321287732,0.394730969,0.373364328,0.637415095,0.528016897,0.398508385,0.611852374,0.523042255,0,0.592096454,0.366773762,0.614383839,0.54794903,0.393495501,0.401609664,0.402396364,0.542755083,0.607176741,0.609701395,0.471566265,0.415705497,0.179605302,0.179605302,0.40730654,0.489979521,0.670124029,0.616041104,0.179605302,0.657349243,0.565999957,0.584200584,0.595683397,0.321287732,0.480015361,0.518833294,0.146647115,0.533400533,0.954863711,0.3126527,0.477326664,0.578444773,0.584427906,0.179605302,0.375834035,0.576018433,0.53780023,0,0.426286793,0.135768847
apache_shardingsphere,0.311804782,0.089087081,0.267261242,0.611259637,0.649496401,0.089087081,0.564812458,0.596583045,0.464014849,0.603103801,0.578637562,0.534717815,0.637898251,0.481870882,0.655562281,0.44307094,0.757527715,0.557667942,0.464014849,1,0.596583045,0.578637562,0.573835578,0.571053669,0.559975935,0.427617987,0.52724973,0.743171889,0.296499727,0.596583045,0.473627557,0.596583045,0.334076552,0.570597402,0.30952381,0.623734324,0.573835578,0.188982237,0.623734324,0.747684761,0.511987812,0.46245865,0.585429387,0.617341973,0.604743157,0.519674637,0.534717815,0.30952381,1,0.596583045,0.079681907,0.636326685,0.437732769,0.549857399,0.607142857,0.630061919,0.520265982,0.617707764,0.1028689,0.59961553,0.545776823,0.674790587,0.605353609,0.390360029,0.358568583,0.623734324,0.59961553,0.511987812,0.536110964,0.584760882,0.522364529,0.244989472,0.207869855,0.202030509,0.93862805,0.534717815,0.504184173,0.089087081,0.55701175,0.596583045,0.56694671,0.537215309,0.37848906,0.607142857,0.631676166,0.21821789,0.56694671,0.488905865,0.496258246,0.938590635,0.586310264,0.734376645,0.089087081,0.646985833,0.607142857,0.603103801,0.05143445,0.455420034,0.168358757
TeamNewPipe_NewPipe,0.262612866,0.065653216,0.218844055,0.735463131,0.547028528,0.131306433,0.813123247,0.913793103,0.565999957,0.444460679,0.606478435,0.766825781,0.529933886,0.554870952,0.711966679,0.608009421,0.6235159,0.71474169,0.565999957,0.596583045,1,0.852860299,0.680303397,0.8025343,0.844112783,0.630270878,0.777119205,0.691812165,0.327760668,0.913793103,0.540452819,0.913793103,0.525225731,0.800961731,0.350931203,0.422891301,0.845782601,0.278543007,0.422891301,0.666338179,0.754624495,0.617720768,0.825354721,0.408529744,0.427099278,0.634647759,0.766825781,0.350931203,0.596583045,0.913793103,0.117444044,0.450908142,0.397033334,0.830701921,0.649222726,0.437014224,0.788126497,0.782983819,0.227429413,0.865743632,0.402213246,0.641665358,0.782983819,0.455490136,0.411054154,0.422891301,0.613235073,0.732429657,0.769918854,0.746967457,0.648352719,0.196959649,0.262612866,0.347404167,0.617613508,0.766825781,0.720603759,0.131306433,0.800961731,0.913793103,0.835629022,0.791807582,0.411054154,0.561489925,0.844827586,0.16081688,0.854198556,0.608009421,0.320005225,0.610689698,0.900942336,0.712109115,0.131306433,0.436393024,0.894874568,0.888921358,0.151619609,0.671248622,0.248145833
orhanobut_logger,0.252590743,0,0.240562612,0.707395573,0.52615222,0.144337567,0.936382184,0.852860299,0.622171017,0.413405315,0.645833333,0.84292723,0.507361069,0.609937546,0.726722093,0.51982746,0.637576713,0.628539361,0.622171017,0.578637562,0.852860299,1,0.687184271,0.925212688,0.845405751,0.606217783,0.854242196,0.681253569,0.320256308,0.852860299,0.544581149,0.852860299,0.577350269,0.880450906,0.424334212,0.404226042,0.828663386,0.306186218,0.404226042,0.605693883,0.853912564,0.561951487,0.845405751,0.387835876,0.387835876,0.697631575,0.866341876,0.424334212,0.578637562,0.852860299,0.129099445,0.456004662,0.381881308,0.846327266,0.6172134,0.420336404,0.772683295,0.78062475,0,0.912009324,0.442129759,0.687711975,0.860688827,0.395284708,0.484122918,0.404226042,0.55513611,0.829515062,0.913142577,0.694775335,0.601337794,0.216506351,0.240562612,0.381881308,0.597437991,0.866341876,0.816871723,0.144337567,0.858439634,0.852860299,0.898146239,0.783349452,0.387298335,0.578637562,0.833907848,0.176776695,0.836908995,0.668349592,0.301511345,0.589096371,0.889297292,0.673191113,0.144337567,0.444168159,0.887244262,0.826810631,0,0.658807846,0.272772363
prestodb_presto,0.315063019,0,0.233380014,0.647058824,0.692743569,0.140028008,0.660672111,0.64353024,0.628744319,0.473982442,0.626550365,0.613319648,0.546902818,0.591726335,0.560403683,0.504306712,0.572149746,0.705049739,0.628744319,0.573835578,0.680303397,0.687184271,1,0.647098434,0.620124037,0.532106432,0.66759342,0.660913041,0.310694255,0.64353024,0.624379738,0.64353024,0.455091027,0.619268062,0.374240594,0.470588235,0.607843137,0.396059017,0.470588235,0.560278709,0.662733496,0.567888563,0.66013204,0.45546787,0.435664919,0.723478043,0.613319648,0.374240594,0.573835578,0.64353024,0.250489716,0.500092481,0.423404899,0.626596933,0.580072921,0.485459773,0.590604106,0.582551728,0,0.653967091,0.428928869,0.667178615,0.679643683,0.434613494,0.469668218,0.470588235,0.653967091,0.568057282,0.626596933,0.510629606,0.518562979,0.315063019,0.233380014,0.317553674,0.60594544,0.613319648,0.552335922,0.140028008,0.683330275,0.64353024,0.69310328,0.591080463,0.407045789,0.505224802,0.64353024,0.171498585,0.613891477,0.672408949,0.414387707,0.598089167,0.647058824,0.698655819,0.140028008,0.430906408,0.67363307,0.619823193,0,0.511309993,0.317553674
zhihu_Matisse,0.223606798,0,0.198761598,0.667972577,0.543407676,0.149071198,0.98907071,0.841682315,0.642575463,0.426963174,0.62398065,0.8705715,0.504592842,0.629940788,0.692820323,0.588006491,0.625562078,0.608580619,0.642575463,0.571053669,0.8025343,0.925212688,0.647098434,1,0.766651878,0.655913273,0.882257547,0.638144902,0.289414381,0.841682315,0.562440992,0.841682315,0.596284794,0.863859497,0.43825049,0.417482861,0.793217435,0.316227766,0.417482861,0.611010093,0.856719472,0.604563542,0.809243649,0.40055517,0.40055517,0.720510793,0.894754042,0.43825049,0.571053669,0.841682315,0.133333333,0.450483086,0.36623351,0.828078671,0.637455258,0.434121571,0.798023875,0.764880863,0,0.921442675,0.434885382,0.692053929,0.785553319,0.381031738,0.5,0.417482861,0.573342109,0.881917104,0.943089598,0.674072342,0.598056818,0.223606798,0.198761598,0.394405319,0.603007865,0.894754042,0.869226987,0.149071198,0.909325786,0.841682315,0.843274043,0.741619849,0.4,0.537852874,0.782960293,0.121716124,0.78002849,0.69026849,0.285449613,0.594266904,0.876714008,0.662930708,0.149071198,0.403686714,0.856580503,0.815111514,0,0.571547607,0.281718085
apache_hadoop,0.214285714,0,0.19047619,0.700140042,0.483558812,0,0.779336054,0.862870845,0.513158006,0.371968317,0.597969922,0.695234662,0.464960396,0.482945288,0.719268336,0.46549616,0.567933563,0.680413817,0.513158006,0.559975935,0.844112783,0.845405751,0.620124037,0.766651878,1,0.628571429,0.704567088,0.65858556,0.198107213,0.862870845,0.46549616,0.862870845,0.464285714,0.740707342,0.267261242,0.360072022,0.960192058,0.202030509,0.360072022,0.613422903,0.700270668,0.55618773,0.816326531,0.343451865,0.363654916,0.642857143,0.718409151,0.267261242,0.559975935,0.862870845,0.127775313,0.412081692,0.323969548,0.727430078,0.610882839,0.376403705,0.718409151,0.812239573,0.16495722,0.804540446,0.354243551,0.593394444,0.812239573,0.417312425,0.383325939,0.360072022,0.529819318,0.676123404,0.77151675,0.729324957,0.573126728,0.214285714,0.19047619,0.215979699,0.564432521,0.718409151,0.661494543,0.142857143,0.718921832,0.862870845,0.848528137,0.796851411,0.287494454,0.553612573,0.900386968,0.116642369,0.969746443,0.563495351,0.248682366,0.569494797,0.860172052,0.681781439,0.142857143,0.439612468,0.859053992,0.855527129,0.24743583,0.573804584,0.215979699
pinpoint-apm_pinpoint,0.05,0.1,0,0.448089627,0.494717862,0,0.648744607,0.630270878,0.466973785,0.46868008,0.519615242,0.6164414,0.520755644,0.439480212,0.490577891,0.445896321,0.50798502,0.571547607,0.466973785,0.427617987,0.630270878,0.606217783,0.532106432,0.655913273,0.628571429,1,0.657595949,0.526868448,0.05547002,0.630270878,0.514495755,0.630270878,0.45,0.609994281,0.106904497,0.448089627,0.616123237,0.070710678,0.420084025,0.448914034,0.608511063,0.519108548,0.6,0.424264069,0.424264069,0.6,0.648885685,0.106904497,0.427617987,0.630270878,0.089442719,0.439553805,0.188982237,0.52463139,0.614700856,0.471495167,0.551552832,0.582435206,0.230940108,0.604386481,0.145864991,0.43981,0.554700196,0.25560386,0.313049517,0.448089627,0.576914369,0.608511063,0.58635273,0.437594974,0.55549206,0.15,0.066666667,0,0.451546017,0.648885685,0.583095189,0,0.640493995,0.630270878,0.593969696,0.482418151,0.268328157,0.347439614,0.577748305,0,0.622253967,0.548795472,0.208893187,0.455595838,0.616123237,0.520633099,0,0.393892771,0.587974732,0.624906773,0.115470054,0.365148372,0.302371578
Tencent_VasSonic,0.205498734,0,0.21919865,0.66759342,0.535073128,0.164398987,0.872615098,0.755532561,0.649592455,0.428058502,0.640681647,0.880078233,0.513670203,0.639135517,0.679162176,0.620272262,0.617264256,0.60404045,0.649592455,0.52724973,0.777119205,0.854242196,0.66759342,0.882257547,0.704567088,0.657595949,1,0.595489395,0.364768602,0.755532561,0.592078068,0.755532561,0.616496202,0.852400758,0.483312253,0.41436833,0.690613883,0.348742916,0.41436833,0.545485745,0.972597525,0.640056896,0.751538228,0.395241972,0.395241972,0.739795443,0.90674727,0.483312253,0.52724973,0.755532561,0.147042924,0.47422069,0.37282186,0.811754063,0.637093424,0.433162715,0.746733046,0.706739167,0,0.812949754,0.359700853,0.622620521,0.729537204,0.450225169,0.514650235,0.41436833,0.541966503,0.861443522,0.811754063,0.623481479,0.608815547,0.205498734,0.273998312,0.434958836,0.572218165,0.90674727,0.845825812,0.164398987,0.877471368,0.755532561,0.790483943,0.718738316,0.404368042,0.52724973,0.690772627,0.201346817,0.697485832,0.704854843,0.314800094,0.561746208,0.782695734,0.624105083,0.164398987,0.445194562,0.790874595,0.727699454,0,0.600300225,0.310684883
androidannotations_androidannotations,0.32929278,0.10976426,0.21952852,0.660913041,0.700214384,0.10976426,0.647354288,0.677399411,0.51257032,0.457282863,0.538665613,0.569795656,0.52873331,0.500945749,0.722695757,0.508259213,0.666678911,0.642292025,0.51257032,0.743171889,0.691812165,0.681253569,0.660913041,0.638144902,0.65858556,0.526868448,0.595489395,1,0.273988154,0.677399411,0.451785967,0.677399411,0.356733845,0.619339031,0.352028789,0.461102122,0.64554297,0.194037631,0.461102122,0.696273171,0.575159934,0.534183427,0.611543734,0.450167305,0.450167305,0.585409387,0.58760177,0.352028789,0.743171889,0.677399411,0.049088069,0.482472981,0.414869907,0.626668742,0.616050381,0.471868488,0.605407884,0.669748822,0.190117275,0.678477629,0.5603767,0.69731161,0.639305694,0.48096289,0.441792624,0.461102122,0.603091226,0.575159934,0.609731749,0.5603767,0.592794756,0.32929278,0.182940433,0.207434953,0.743454216,0.58760177,0.564732459,0,0.602600138,0.677399411,0.620920421,0.579165468,0.319072451,0.586714649,0.706224918,0.179244286,0.651966442,0.545908043,0.420365112,0.739703738,0.660913041,0.821486785,0,0.580974996,0.645386114,0.671634205,0.12674485,0.50100301,0.248921944
realm_realm-java,0.208012574,0,0.092450033,0.271857473,0.252755351,0,0.286251287,0.327760668,0.199254193,0.180539536,0.120096115,0.314944889,0.216647443,0.187522892,0.28644595,0.332956046,0.275653751,0.264197975,0.199254193,0.296499727,0.327760668,0.320256308,0.310694255,0.289414381,0.198107213,0.05547002,0.364768602,0.273988154,1,0.327760668,0.285390896,0.327760668,0.208012574,0.380659441,0.296499727,0.194183909,0.233020691,0.196116135,0.194183909,0.297732579,0.375045785,0.269952762,0.356592983,0.196116135,0.196116135,0.138675049,0.269952762,0.296499727,0.296499727,0.327760668,0.248069469,0.266678761,0.366899693,0.385164443,0.259437261,0.192307692,0.314944889,0.230769231,0,0.342872693,0.323645358,0.304953366,0.307692308,0.253184842,0.186052102,0.194183909,0.228581795,0.281284339,0.299572345,0.364101027,0.299572345,0,0.184900065,0.314485451,0.339181733,0.269952762,0.285390896,0.277350098,0.380659441,0.327760668,0.353009043,0.376308905,0.310086836,0.259437261,0.291342816,0.113227703,0.235339362,0.190260598,0.09656091,0.315898876,0.233020691,0.330911261,0.277350098,0.136557748,0.370624658,0.324971165,0,0.354458778,0.104828484
Netflix_zuul,0.229786258,0.065653216,0.175075244,0.698689975,0.512839245,0.131306433,0.851843402,1,0.565999957,0.427366037,0.587525984,0.788126497,0.495744603,0.554870952,0.695015091,0.630528289,0.6235159,0.679004605,0.565999957,0.596583045,0.913793103,0.852860299,0.64353024,0.841682315,0.862870845,0.630270878,0.755532561,0.677399411,0.327760668,1,0.540452819,1,0.525225731,0.800961731,0.350931203,0.422891301,0.900942336,0.278543007,0.422891301,0.69196657,0.732429657,0.617720768,0.844112783,0.408529744,0.427099278,0.634647759,0.788126497,0.350931203,0.596583045,1,0.117444044,0.432871816,0.397033334,0.830701921,0.614129606,0.437014224,0.788126497,0.801192745,0.227429413,0.919852609,0.402213246,0.641665358,0.801192745,0.431516971,0.411054154,0.422891301,0.613235073,0.754624495,0.810440898,0.78527348,0.668613741,0.196959649,0.218844055,0.347404167,0.617613508,0.788126497,0.743122626,0.131306433,0.820985775,1,0.854198556,0.831397962,0.411054154,0.543943365,0.879310345,0.107211253,0.891337623,0.608009421,0.297147709,0.610689698,0.937715492,0.712109115,0.131306433,0.420230319,0.947514249,0.957299924,0.151619609,0.671248622,0.248145833
apache_druid,0.257247878,0.085749293,0.22866478,0.480292106,0.535853137,0.171498585,0.556293911,0.540452819,0.492832883,0.401889853,0.544581149,0.556414884,0.468871495,0.49280538,0.464947815,0.588235294,0.530287813,0.560112034,0.492832883,0.473627557,0.540452819,0.544581149,0.624379738,0.562440992,0.46549616,0.514495755,0.592078068,0.451785967,0.285390896,0.540452819,1,0.540452819,0.428746463,0.601525648,0.366679399,0.384233685,0.480292106,0.424437344,0.40824829,0.418413704,0.608759587,0.556414884,0.563495351,0.363803438,0.339549875,0.600245048,0.556414884,0.366679399,0.473627557,0.540452819,0.230089497,0.424028563,0.42133242,0.529256124,0.618771485,0.40430377,0.500773396,0.499434069,0,0.565371417,0.225140757,0.523797171,0.523216644,0.375734575,0.421830744,0.384233685,0.541814275,0.579771036,0.529256124,0.475297154,0.476330512,0.257247878,0.171498585,0.324101862,0.500130124,0.556414884,0.558823529,0.171498585,0.601525648,0.540452819,0.557831938,0.465378921,0.536875492,0.412514324,0.540452819,0.140028008,0.48507125,0.558823529,0.298540717,0.504615685,0.528321317,0.520845732,0.171498585,0.358870281,0.550019098,0.513525923,0,0.500979433,0.324101862
Netflix_eureka,0.229786258,0.065653216,0.175075244,0.698689975,0.512839245,0.131306433,0.851843402,1,0.565999957,0.427366037,0.587525984,0.788126497,0.495744603,0.554870952,0.695015091,0.630528289,0.6235159,0.679004605,0.565999957,0.596583045,0.913793103,0.852860299,0.64353024,0.841682315,0.862870845,0.630270878,0.755532561,0.677399411,0.327760668,1,0.540452819,1,0.525225731,0.800961731,0.350931203,0.422891301,0.900942336,0.278543007,0.422891301,0.69196657,0.732429657,0.617720768,0.844112783,0.408529744,0.427099278,0.634647759,0.788126497,0.350931203,0.596583045,1,0.117444044,0.432871816,0.397033334,0.830701921,0.614129606,0.437014224,0.788126497,0.801192745,0.227429413,0.919852609,0.402213246,0.641665358,0.801192745,0.431516971,0.411054154,0.422891301,0.613235073,0.754624495,0.810440898,0.78527348,0.668613741,0.196959649,0.218844055,0.347404167,0.617613508,0.788126497,0.743122626,0.131306433,0.820985775,1,0.854198556,0.831397962,0.411054154,0.543943365,0.879310345,0.107211253,0.891337623,0.608009421,0.297147709,0.610689698,0.937715492,0.712109115,0.131306433,0.420230319,0.947514249,0.957299924,0.151619609,0.671248622,0.248145833
