NaN,elastic_elasticsearch,ReactiveX_RxJava,apache_dubbo,zxing_zxing,skylot_jadx,eugenp_tutorials,JakeWharton_butterknife,Netflix_Hystrix,seata_seata,halo-dev_halo,apache_kafka,square_picasso,alibaba_nacos,apache_skywalking,redisson_redisson,apache_flink,Tencent_tinker,oracle_graal,apache_rocketmq,apache_shardingsphere,TeamNewPipe_NewPipe,orhanobut_logger,prestodb_presto,zhihu_Matisse,apache_hadoop,pinpoint-apm_pinpoint,Tencent_VasSonic,androidannotations_androidannotations,realm_realm-java,Netflix_zuul,apache_druid,Netflix_eureka,JakeWharton_ViewPagerIndicator,lingochamp_FileDownloader,liaohuqiu_android-Ultra-Pull-To-Refresh,pockethub_PocketHub,apache_zookeeper,openjdk_jdk,grpc_grpc-java,apereo_cas,Tencent_matrix,apache_pulsar,ChrisRM_material-theme-jetbrains,OpenAPITools_openapi-generator,Activiti_Activiti,dropwizard_metrics,square_dagger,JakeWharton_ActionBarSherlock,apache_shardingsphere-elasticjob,OpenFeign_feign,java-native-access_jna,apache_storm,Angel-ML_angel,JakeWharton_DiskLruCache,real-logic_aeron,sshahine_JFoenix,evernote_android-job,mrniko_netty-socketio,lightbend_config,square_otto,apache_jmeter,scribejava_scribejava,springfox_springfox,apache_beam,debezium,mybatis_generator,Alluxio_alluxio,Karumi_Dexter,orhanobut_dialogplus,micronaut-projects_micronaut-core,JodaOrg_joda-time,hibernate_hibernate-orm,junit-team_junit5,JakeWharton_NineOldAndroids,dromara_shenyu,square_android-times-square,HotBitmapGG_bilibili-android-client,quartz-scheduler_quartz,airbnb_DeepLinkDispatch,Netflix_ribbon,mapstruct_mapstruct,roboguice_roboguice,apache_ignite,apache_camel,apache_hive,bjmashibing_InternetArchitect,brianfrankcooper_YCSB,apache_rocketmq-externals,AntennaPod_AntennaPod,dromara_hmily,oblac_jodd,apache_incubator-heron,Atmosphere_atmosphere,powermock_powermock,Genymobile_gnirehtet,citerus_dddsample-core,querydsl_querydsl,oracle_opengrok,runelite_runelite
JakeWharton_ViewPagerIndicator,0.125,0,0.25,0.420084025,0.390566733,0.25,0.589767825,0.525225731,0.628618557,0.260377822,0.469097094,0.608330329,0.390566733,0.591607978,0.451848057,0.428746463,0.414118223,0.40824829,0.628618557,0.334076552,0.525225731,0.577350269,0.455091027,0.596284794,0.464285714,0.45,0.616496202,0.356733845,0.208012574,0.525225731,0.428746463,0.525225731,1,0.571869639,0.601337794,0.280056017,0.490098029,0.353553391,0.315063019,0.365962527,0.633865691,0.405553553,0.5,0.282842712,0.247487373,0.541666667,0.608330329,0.601337794,0.334076552,0.525225731,0.223606798,0.274721128,0.283473355,0.578637562,0.400891863,0.277350098,0.648885685,0.485362672,0,0.549442256,0.182331239,0.458135416,0.450693909,0.410791918,0.223606798,0.280056017,0.377741551,0.507092553,0.540061725,0.437594974,0.501485887,0.0625,0.333333333,0.661437828,0.376288347,0.608330329,0.514495755,0.25,0.609994281,0.525225731,0.565685425,0.565333771,0.223606798,0.467707173,0.492399123,0.204124145,0.494974747,0.600245048,0.21759707,0.355934248,0.525105032,0.379628301,0.25,0.307728727,0.534522484,0.520755644,0,0.228217732,0.094491118
lingochamp_FileDownloader,0.304997141,0,0.254164284,0.640622133,0.536047816,0.15249857,0.854418126,0.800961731,0.629959691,0.476486947,0.616315634,0.890587253,0.555901438,0.618647115,0.689061827,0.575372359,0.656785344,0.581067953,0.629959691,0.570597402,0.800961731,0.880450906,0.619268062,0.863859497,0.740707342,0.609994281,0.852400758,0.619339031,0.380659441,0.800961731,0.601525648,0.800961731,0.571869639,1,0.44832653,0.469789564,0.747392488,0.32349832,0.469789564,0.595293464,0.850639783,0.643201905,0.806063872,0.452897647,0.452897647,0.686243566,0.890587253,0.44832653,0.570597402,0.800961731,0.136398868,0.523682241,0.432292813,0.823586409,0.672489795,0.486398175,0.766894579,0.740171135,0,0.837891585,0.422639851,0.652073296,0.782466629,0.417634535,0.511495755,0.469789564,0.586524109,0.876416746,0.823586409,0.66732608,0.611807047,0.228747855,0.254164284,0.403473292,0.602526068,0.890587253,0.863058539,0.15249857,0.860465116,0.800961731,0.819529076,0.735680784,0.477396038,0.590975881,0.740889602,0.186771842,0.754829412,0.679985515,0.318559124,0.593455473,0.832808772,0.645090901,0.15249857,0.450510633,0.835517625,0.774291289,0,0.640372953,0.288195209
liaohuqiu_android-Ultra-Pull-To-Refresh,0.267261242,0,0.267261242,0.374240594,0.2783556,0.267261242,0.433460723,0.350931203,0.432013825,0.2087667,0.3086067,0.476910483,0.2783556,0.406578556,0.379536058,0.366679399,0.354168802,0.290957187,0.432013825,0.30952381,0.350931203,0.424334212,0.374240594,0.43825049,0.267261242,0.106904497,0.483312253,0.352028789,0.296499727,0.350931203,0.366679399,0.350931203,0.601337794,0.44832653,1,0.224544357,0.299392475,0.377964473,0.261968416,0.339066345,0.496929347,0.346843988,0.305441419,0.226778684,0.188982237,0.356348323,0.476910483,1,0.30952381,0.350931203,0.239045722,0.220266929,0.353553391,0.453632354,0.321428571,0.222374795,0.433554985,0.333562192,0,0.403822704,0.31187247,0.424465046,0.370624658,0.390360029,0.298807152,0.224544357,0.293689239,0.451753951,0.412393049,0.272888411,0.371153744,0.267261242,0.356348323,0.707106781,0.351985519,0.476910483,0.458349249,0.267261242,0.44832653,0.350931203,0.377964473,0.362620334,0.239045722,0.392857143,0.350931203,0.21821789,0.302371578,0.412514324,0.232621053,0.329775088,0.336816535,0.376851173,0.267261242,0.296078263,0.357142857,0.3479445,0,0.292770022,0.101015254
pockethub_PocketHub,0.280056017,0.070014004,0.186704011,0.392156863,0.546902818,0.140028008,0.41292007,0.422891301,0.402396364,0.92973479,0.404226042,0.431595308,0.893274602,0.402373908,0.379628301,0.36021908,0.773175333,0.419218764,0.402396364,0.623734324,0.422891301,0.404226042,0.470588235,0.417482861,0.360072022,0.448089627,0.41436833,0.461102122,0.194183909,0.422891301,0.384233685,0.422891301,0.280056017,0.469789564,0.224544357,1,0.37254902,0.099014754,0.960784314,0.505617371,0.402373908,0.431595308,0.400080024,0.990147543,0.93073869,0.443422027,0.408879765,0.224544357,0.623734324,0.422891301,0.125244858,0.96171631,0.608644543,0.410529025,0.392952624,0.990337938,0.36344868,0.368949428,0.080845208,0.40392085,0.326802948,0.530321463,0.388367819,0.332351495,0.250489716,1,0.730904396,0.402373908,0.388922234,0.408503685,0.410529025,0.210042013,0.186704011,0.105851225,0.658636348,0.408879765,0.384233685,0.140028008,0.427081422,0.422891301,0.415861968,0.358870281,0.313112146,0.318104505,0.367731566,0.22866478,0.376256066,0.384233685,0.658145182,0.664543519,0.411764706,0.4556451,0.140028008,0.413670152,0.430376683,0.401062066,0,0.332351495,0.158776837
apache_zookeeper,0.210042013,0,0.140028008,0.705882353,0.473982442,0,0.805194136,0.900942336,0.528145228,0.382831972,0.586127761,0.726897361,0.455752348,0.497050122,0.723101526,0.528321317,0.587613253,0.685994341,0.528145228,0.573835578,0.845782601,0.828663386,0.607843137,0.793217435,0.960192058,0.616123237,0.690613883,0.64554297,0.233020691,0.900942336,0.480292106,0.900942336,0.490098029,0.747392488,0.299392475,0.37254902,1,0.198029509,0.37254902,0.642270715,0.686402549,0.567888563,0.820164049,0.356453115,0.376256066,0.630126038,0.726897361,0.299392475,0.573835578,0.900942336,0.125244858,0.40392085,0.344016481,0.756237677,0.617496981,0.388367819,0.749612903,0.83499081,0.161690417,0.846310353,0.367653317,0.598750039,0.796154028,0.409047994,0.375734575,0.37254902,0.538561134,0.686402549,0.799451259,0.755731817,0.583383351,0.210042013,0.140028008,0.264628062,0.579599987,0.726897361,0.672408949,0.140028008,0.747392488,0.900942336,0.851526887,0.802180629,0.313112146,0.561360891,0.919328914,0.057166195,0.990147543,0.576350528,0.268133222,0.584798297,0.901960784,0.668279479,0.140028008,0.413670152,0.879465397,0.893274602,0.242535625,0.613571991,0.21170245
openjdk_jdk,0.088388348,0,0.23570226,0.198029509,0.184114924,0,0.312771621,0.278543007,0.317500318,0.138086193,0.255155182,0.344123601,0.230143654,0.358568583,0.182574186,0.303169531,0.195217202,0.240562612,0.317500318,0.188982237,0.278543007,0.306186218,0.396059017,0.316227766,0.202030509,0.070710678,0.348742916,0.194037631,0.196116135,0.278543007,0.424437344,0.278543007,0.353553391,0.32349832,0.377964473,0.099014754,0.198029509,1,0.148522131,0.207019668,0.358568583,0.344123601,0.252538136,0.1,0.1,0.294627825,0.344123601,0.377964473,0.188982237,0.278543007,0.316227766,0.145692879,0.334076552,0.327326835,0.236227796,0.098058068,0.286769667,0.196116135,0,0.291385759,0.206284249,0.259160528,0.294174203,0.25819889,0.237170825,0.099014754,0.242821466,0.358568583,0.327326835,0.257855312,0.163663418,0,0.23570226,0.534522484,0.232816537,0.344123601,0.363803438,0.353553391,0.32349832,0.278543007,0.25,0.266500895,0.395284708,0.141736677,0.185695338,0.144337567,0.2,0.363803438,0.123091491,0.201346817,0.247536886,0.306785996,0.353553391,0.130558242,0.283473355,0.230143654,0,0.322748612,0.267261242
grpc_grpc-java,0.315063019,0.140028008,0.280056017,0.392156863,0.546902818,0.140028008,0.41292007,0.422891301,0.402396364,0.893274602,0.424437344,0.431595308,0.875044508,0.402373908,0.379628301,0.36021908,0.757711826,0.419218764,0.402396364,0.623734324,0.422891301,0.404226042,0.470588235,0.417482861,0.360072022,0.420084025,0.41436833,0.461102122,0.194183909,0.422891301,0.40824829,0.422891301,0.315063019,0.469789564,0.261968416,0.960784314,0.37254902,0.148522131,1,0.505617371,0.402373908,0.431595308,0.400080024,0.970344592,0.91093574,0.443422027,0.408879765,0.261968416,0.623734324,0.422891301,0.125244858,0.923247658,0.635107349,0.410529025,0.411664654,0.951501156,0.36344868,0.368949428,0.080845208,0.40392085,0.326802948,0.530321463,0.388367819,0.357916995,0.219178502,0.960784314,0.730904396,0.402373908,0.388922234,0.408503685,0.388922234,0.210042013,0.233380014,0.158776837,0.658636348,0.408879765,0.384233685,0.140028008,0.427081422,0.422891301,0.415861968,0.379980298,0.34442336,0.336816535,0.386118144,0.285830975,0.376256066,0.384233685,0.682520929,0.664543519,0.411764706,0.4556451,0.140028008,0.396433896,0.430376683,0.401062066,0,0.357916995,0.21170245
apereo_cas,0.26837252,0.146385011,0.162650012,0.601274712,0.559026018,0.097590007,0.604332186,0.69196657,0.438192068,0.533615744,0.521178457,0.569922828,0.559026018,0.461880215,0.629940788,0.468623349,0.65739782,0.62417494,0.438192068,0.747684761,0.666338179,0.605693883,0.560278709,0.611010093,0.613422903,0.448914034,0.545485745,0.696273171,0.297732579,0.69196657,0.418413704,0.69196657,0.365962527,0.595293464,0.339066345,0.505617371,0.642270715,0.207019668,0.505617371,1,0.527863103,0.4591045,0.585540044,0.496847203,0.496847203,0.487950036,0.569922828,0.339066345,0.747684761,0.69196657,0.174574312,0.509390701,0.387298335,0.572221672,0.560763571,0.514265364,0.554091639,0.636065055,0.169030851,0.656845903,0.498223795,0.66766095,0.581931859,0.374165739,0.370970413,0.505617371,0.589820811,0.560854547,0.572221672,0.583633589,0.587280137,0.292770022,0.227710017,0.25819889,0.752800643,0.569922828,0.55230609,0.097590007,0.595293464,0.69196657,0.607257692,0.603202133,0.370970413,0.560763571,0.666338179,0.119522861,0.634860315,0.468623349,0.373741274,0.731763852,0.642270715,0.698618084,0.097590007,0.49251248,0.665091677,0.673372249,0.112687234,0.481070235,0.221313334
Tencent_matrix,0.211288564,0,0.225374468,0.662733496,0.528142618,0.169030851,0.847356137,0.732429657,0.667894415,0.418112906,0.658732549,0.850033171,0.506136675,0.657142857,0.654653671,0.608759587,0.597322714,0.598056818,0.667894415,0.511987812,0.754624495,0.853912564,0.662733496,0.856719472,0.700270668,0.608511063,0.972597525,0.575159934,0.375045785,0.732429657,0.608759587,0.732429657,0.633865691,0.850639783,0.496929347,0.402373908,0.686402549,0.358568583,0.402373908,0.527863103,1,0.630669772,0.748565197,0.382473155,0.382473155,0.760638829,0.877453595,0.496929347,0.511987812,0.732429657,0.151185789,0.46436346,0.383325939,0.808542823,0.632455532,0.421926508,0.740351471,0.679770485,0,0.789417882,0.345179571,0.640162559,0.726651208,0.46291005,0.529150262,0.402373908,0.534017979,0.828571429,0.808542823,0.641047775,0.599886611,0.211288564,0.281718085,0.447213595,0.556537971,0.877453595,0.81167945,0.169030851,0.850639783,0.732429657,0.788850882,0.688023708,0.41576092,0.542104742,0.688039981,0.207019668,0.693232593,0.724713795,0.323669437,0.545485745,0.757409709,0.605021008,0.169030851,0.436931449,0.767981717,0.704190157,0,0.6172134,0.319438282
apache_pulsar,0.324442842,0.162221421,0.216295228,0.477026393,0.485746894,0.162221421,0.597956092,0.617720768,0.466173237,0.443508033,0.515122196,0.605263158,0.506866324,0.466147223,0.460739299,0.778980838,0.537430773,0.529812943,0.466173237,0.46245865,0.617720768,0.561951487,0.567888563,0.604563542,0.55618773,0.519108548,0.640056896,0.534183427,0.269952762,0.617720768,0.556414884,0.617720768,0.405553553,0.643201905,0.346843988,0.431595308,0.567888563,0.344123601,0.431595308,0.4591045,0.630669772,1,0.579362218,0.412948321,0.435889894,0.567774974,0.605263158,0.346843988,0.46245865,0.617720768,0.14509525,0.467939344,0.398540571,0.5757201,0.56362148,0.449921271,0.526315789,0.517409461,0.280975743,0.601636299,0.212961836,0.495462522,0.539905525,0.770053541,0.43528575,0.431595308,0.601636299,0.603249347,0.550688792,0.544235803,0.525657483,0.243332132,0.378516649,0.367883604,0.503596751,0.605263158,0.584235628,0.162221421,0.593724835,0.617720768,0.573539335,0.440204389,0.399011938,0.433554985,0.55381862,0.198679854,0.550597761,0.52859414,0.310630372,0.492716029,0.590604106,0.598243042,0.162221421,0.359425379,0.585299229,0.633582905,0.280975743,0.503496546,0.367883604
ChrisRM_material-theme-jetbrains,0.285714286,0,0.238095238,0.680136041,0.502157228,0.142857143,0.821462327,0.844112783,0.590131707,0.409165149,0.577350269,0.764758128,0.502157228,0.579534346,0.663940002,0.538995553,0.583709495,0.680413817,0.590131707,0.585429387,0.825354721,0.845405751,0.66013204,0.809243649,0.816326531,0.6,0.751538228,0.611543734,0.356592983,0.844112783,0.563495351,0.844112783,0.5,0.806063872,0.305441419,0.400080024,0.820164049,0.252538136,0.400080024,0.585540044,0.748565197,0.579362218,1,0.383857967,0.383857967,0.642857143,0.764758128,0.305441419,0.585429387,0.844112783,0.191662969,0.451327567,0.404961935,0.77151675,0.668153105,0.416025147,0.764758128,0.752807409,0,0.843786321,0.437594974,0.645752777,0.812239573,0.391230398,0.415269767,0.400080024,0.569065194,0.724417933,0.793560086,0.708487102,0.595170064,0.214285714,0.19047619,0.269974624,0.60474913,0.764758128,0.710494138,0.142857143,0.806063872,0.844112783,0.848528137,0.753778361,0.415269767,0.572702661,0.825354721,0.174963553,0.808122036,0.636994745,0.298418839,0.596613597,0.84016805,0.681781439,0.142857143,0.40444347,0.878144081,0.874125545,0,0.652050664,0.269974624
OpenAPITools_openapi-generator,0.282842712,0.070710678,0.188561808,0.376256066,0.533933278,0.141421356,0.396177387,0.408529744,0.381000381,0.920574618,0.387835876,0.412948321,0.883751633,0.382473155,0.365148372,0.339549875,0.765251433,0.404145188,0.381000381,0.617341973,0.408529744,0.387835876,0.45546787,0.40055517,0.343451865,0.424264069,0.395241972,0.450167305,0.196116135,0.408529744,0.363803438,0.408529744,0.282842712,0.452897647,0.226778684,0.990147543,0.356453115,0.1,0.970344592,0.496847203,0.382473155,0.412948321,0.383857967,1,0.94,0.424264069,0.390006748,0.226778684,0.617341973,0.408529744,0.126491106,0.951860145,0.614700856,0.392792202,0.377964473,0.980580676,0.344123601,0.353009043,0.081649658,0.388514345,0.330054799,0.518321055,0.372620657,0.335658557,0.221359436,0.990147543,0.718751538,0.382473155,0.370970413,0.391940074,0.392792202,0.212132034,0.188561808,0.106904497,0.651886303,0.390006748,0.363803438,0.141421356,0.409764538,0.408529744,0.4,0.362441218,0.316227766,0.321269802,0.352821143,0.230940108,0.36,0.363803438,0.664694051,0.657732934,0.396059017,0.444839694,0.141421356,0.400378609,0.41576092,0.38664134,0,0.335658557,0.160356745
Activiti_Activiti,0.247487373,0.070710678,0.141421356,0.376256066,0.570756263,0,0.396177387,0.427099278,0.33020033,0.902163126,0.367423461,0.412948321,0.865340141,0.358568583,0.38340579,0.363803438,0.749634057,0.404145188,0.33020033,0.604743157,0.427099278,0.387835876,0.435664919,0.40055517,0.363654916,0.424264069,0.395241972,0.450167305,0.196116135,0.427099278,0.339549875,0.427099278,0.247487373,0.452897647,0.188982237,0.93073869,0.376256066,0.1,0.91093574,0.496847203,0.382473155,0.435889894,0.383857967,0.94,1,0.400693843,0.390006748,0.188982237,0.604743157,0.427099278,0.063245553,0.893582993,0.614700856,0.392792202,0.377964473,0.941357449,0.344123601,0.372620657,0.163299316,0.407940062,0.309426374,0.483766318,0.39223227,0.335658557,0.18973666,0.93073869,0.699325821,0.382473155,0.370970413,0.412568499,0.392792202,0.212132034,0.141421356,0.053452248,0.638582501,0.390006748,0.363803438,0.141421356,0.409764538,0.427099278,0.4,0.341121146,0.316227766,0.302371578,0.352821143,0.173205081,0.38,0.339549875,0.689312349,0.644309813,0.415861968,0.444839694,0.141421356,0.400378609,0.41576092,0.405052832,0.081649658,0.361478446,0.160356745
dropwizard_metrics,0.208333333,0,0.222222222,0.583450035,0.585850099,0.166666667,0.712636121,0.634647759,0.838158076,0.455661188,0.866025404,0.702959492,0.542453796,0.788810638,0.602464076,0.514495755,0.607373393,0.612372436,0.838158076,0.519674637,0.634647759,0.697631575,0.723478043,0.720510793,0.642857143,0.6,0.739795443,0.585409387,0.138675049,0.634647759,0.600245048,0.634647759,0.541666667,0.686243566,0.356348323,0.443422027,0.630126038,0.294627825,0.443422027,0.487950036,0.760638829,0.567774974,0.642857143,0.424264069,0.400693843,1,0.729996395,0.356348323,0.519674637,0.634647759,0.149071198,0.457868546,0.346467434,0.66864785,0.623609564,0.462250164,0.648885685,0.647150229,0,0.663909392,0.291729983,0.65157037,0.647150229,0.395577403,0.521749195,0.443422027,0.618122538,0.676123404,0.66864785,0.534838302,0.488627275,0.291666667,0.166666667,0.314970394,0.533075159,0.729996395,0.685994341,0.166666667,0.737076423,0.634647759,0.659966329,0.603022689,0.409945796,0.467707173,0.612763353,0.136082763,0.636396103,0.886076023,0.377168255,0.537856198,0.653464039,0.632713835,0.166666667,0.41030497,0.645881335,0.607548251,0,0.517293527,0.314970394
square_dagger,0.243332132,0,0.216295228,0.613319648,0.485746894,0.162221421,0.884975015,0.788126497,0.670124029,0.422388603,0.655610068,0.973684211,0.485746894,0.658090197,0.649223558,0.556414884,0.644916928,0.573964021,0.670124029,0.534717815,0.766825781,0.866341876,0.613319648,0.894754042,0.718409151,0.648885685,0.90674727,0.58760177,0.269952762,0.788126497,0.556414884,0.788126497,0.608330329,0.890587253,0.476910483,0.408879765,0.726897361,0.344123601,0.408879765,0.569922828,0.877453595,0.605263158,0.764758128,0.390006748,0.390006748,0.729996395,1,0.476910483,0.534717815,0.788126497,0.14509525,0.445656518,0.337226637,0.851064496,0.650332477,0.427425207,0.763157895,0.719874033,0,0.846747384,0.378598819,0.634192028,0.742370097,0.355409327,0.507833375,0.408879765,0.557070647,0.90487402,0.826033188,0.591560655,0.600751409,0.202776776,0.216295228,0.429197538,0.564638782,1,0.918084559,0.162221421,0.915325788,0.788126497,0.780013495,0.733673982,0.43528575,0.56362148,0.702923633,0.132453236,0.734130348,0.723339349,0.282391247,0.554305532,0.817759531,0.615838425,0.162221421,0.419329609,0.802076722,0.760299486,0,0.592348878,0.30656967
JakeWharton_ActionBarSherlock,0.267261242,0,0.267261242,0.374240594,0.2783556,0.267261242,0.433460723,0.350931203,0.432013825,0.2087667,0.3086067,0.476910483,0.2783556,0.406578556,0.379536058,0.366679399,0.354168802,0.290957187,0.432013825,0.30952381,0.350931203,0.424334212,0.374240594,0.43825049,0.267261242,0.106904497,0.483312253,0.352028789,0.296499727,0.350931203,0.366679399,0.350931203,0.601337794,0.44832653,1,0.224544357,0.299392475,0.377964473,0.261968416,0.339066345,0.496929347,0.346843988,0.305441419,0.226778684,0.188982237,0.356348323,0.476910483,1,0.30952381,0.350931203,0.239045722,0.220266929,0.353553391,0.453632354,0.321428571,0.222374795,0.433554985,0.333562192,0,0.403822704,0.31187247,0.424465046,0.370624658,0.390360029,0.298807152,0.224544357,0.293689239,0.451753951,0.412393049,0.272888411,0.371153744,0.267261242,0.356348323,0.707106781,0.351985519,0.476910483,0.458349249,0.267261242,0.44832653,0.350931203,0.377964473,0.362620334,0.239045722,0.392857143,0.350931203,0.21821789,0.302371578,0.412514324,0.232621053,0.329775088,0.336816535,0.376851173,0.267261242,0.296078263,0.357142857,0.3479445,0,0.292770022,0.101015254
apache_shardingsphere-elasticjob,0.311804782,0.089087081,0.267261242,0.611259637,0.649496401,0.089087081,0.564812458,0.596583045,0.464014849,0.603103801,0.578637562,0.534717815,0.637898251,0.481870882,0.655562281,0.44307094,0.757527715,0.557667942,0.464014849,1,0.596583045,0.578637562,0.573835578,0.571053669,0.559975935,0.427617987,0.52724973,0.743171889,0.296499727,0.596583045,0.473627557,0.596583045,0.334076552,0.570597402,0.30952381,0.623734324,0.573835578,0.188982237,0.623734324,0.747684761,0.511987812,0.46245865,0.585429387,0.617341973,0.604743157,0.519674637,0.534717815,0.30952381,1,0.596583045,0.079681907,0.636326685,0.437732769,0.549857399,0.607142857,0.630061919,0.520265982,0.617707764,0.1028689,0.59961553,0.545776823,0.674790587,0.605353609,0.390360029,0.358568583,0.623734324,0.59961553,0.511987812,0.536110964,0.584760882,0.522364529,0.244989472,0.207869855,0.202030509,0.93862805,0.534717815,0.504184173,0.089087081,0.55701175,0.596583045,0.56694671,0.537215309,0.37848906,0.607142857,0.631676166,0.21821789,0.56694671,0.488905865,0.496258246,0.938590635,0.586310264,0.734376645,0.089087081,0.646985833,0.607142857,0.603103801,0.05143445,0.455420034,0.168358757
OpenFeign_feign,0.229786258,0.065653216,0.175075244,0.698689975,0.512839245,0.131306433,0.851843402,1,0.565999957,0.427366037,0.587525984,0.788126497,0.495744603,0.554870952,0.695015091,0.630528289,0.6235159,0.679004605,0.565999957,0.596583045,0.913793103,0.852860299,0.64353024,0.841682315,0.862870845,0.630270878,0.755532561,0.677399411,0.327760668,1,0.540452819,1,0.525225731,0.800961731,0.350931203,0.422891301,0.900942336,0.278543007,0.422891301,0.69196657,0.732429657,0.617720768,0.844112783,0.408529744,0.427099278,0.634647759,0.788126497,0.350931203,0.596583045,1,0.117444044,0.432871816,0.397033334,0.830701921,0.614129606,0.437014224,0.788126497,0.801192745,0.227429413,0.919852609,0.402213246,0.641665358,0.801192745,0.431516971,0.411054154,0.422891301,0.613235073,0.754624495,0.810440898,0.78527348,0.668613741,0.196959649,0.218844055,0.347404167,0.617613508,0.788126497,0.743122626,0.131306433,0.820985775,1,0.854198556,0.831397962,0.411054154,0.543943365,0.879310345,0.107211253,0.891337623,0.608009421,0.297147709,0.610689698,0.937715492,0.712109115,0.131306433,0.420230319,0.947514249,0.957299924,0.151619609,0.671248622,0.248145833
java-native-access_jna,0.111803399,0,0,0.062622429,0,0,0.131876095,0.117444044,0.321287732,0.116444502,0.129099445,0.14509525,0.116444502,0.226778684,0.057735027,0.076696499,0.09877296,0.243432248,0.321287732,0.079681907,0.117444044,0.129099445,0.250489716,0.133333333,0.127775313,0.089442719,0.147042924,0.049088069,0.248069469,0.117444044,0.230089497,0.117444044,0.223606798,0.136398868,0.239045722,0.125244858,0.125244858,0.316227766,0.125244858,0.174574312,0.151185789,0.14509525,0.191662969,0.126491106,0.063245553,0.149071198,0.14509525,0.239045722,0.079681907,0.117444044,1,0.122859023,0.169030851,0.138013112,0.119522861,0.124034735,0.14509525,0.062017367,0,0.122859023,0.260931229,0.109271673,0.124034735,0.081649658,0.1,0.125244858,0.245718047,0.151185789,0.138013112,0.065232807,0.138013112,0.223606798,0.149071198,0.338061702,0.126210949,0.14509525,0.153392998,0.447213595,0.204598302,0.117444044,0.18973666,0.202259959,0.1,0.179284291,0.117444044,0,0.126491106,0.306785996,0,0.084895272,0.062622429,0.1940285,0.447213595,0,0.119522861,0.116444502,0,0.163299316,0.169030851
apache_storm,0.34340141,0,0.228934273,0.442389503,0.572250311,0.137360564,0.445559625,0.432871816,0.394730969,0.912023934,0.416352083,0.467939344,0.894141112,0.417927114,0.425596141,0.376914278,0.773615772,0.448617723,0.394730969,0.636326685,0.450908142,0.456004662,0.500092481,0.450483086,0.412081692,0.439553805,0.47422069,0.482472981,0.266678761,0.432871816,0.424028563,0.432871816,0.274721128,0.523682241,0.220266929,0.96171631,0.40392085,0.145692879,0.923247658,0.509390701,0.46436346,0.467939344,0.451327567,0.951860145,0.893582993,0.457868546,0.445656518,0.220266929,0.636326685,0.432871816,0.122859023,1,0.623008958,0.445099099,0.422178281,0.952424147,0.37880804,0.400018142,0,0.433962264,0.32057756,0.553781705,0.438115108,0.351098904,0.276432803,0.96171631,0.716981132,0.441145287,0.423903903,0.440794145,0.402708708,0.206040846,0.183147419,0.103834826,0.671933335,0.445656518,0.424028563,0.137360564,0.460840372,0.432871816,0.466217214,0.393449799,0.337862314,0.348755972,0.41483549,0.280386077,0.407940062,0.40047142,0.645607935,0.677959763,0.442389503,0.47676304,0.137360564,0.439605832,0.477245014,0.411304911,0,0.376177397,0.207669653
Angel-ML_angel,0.377964473,0,0.314970394,0.344016481,0.46746444,0,0.362230838,0.397033334,0.373364328,0.565878006,0.300049599,0.367883604,0.615084789,0.351382111,0.365962527,0.356512048,0.563479113,0.385758375,0.373364328,0.437732769,0.397033334,0.381881308,0.423404899,0.36623351,0.323969548,0.188982237,0.37282186,0.414869907,0.366899693,0.397033334,0.42133242,0.397033334,0.283473355,0.432292813,0.353553391,0.608644543,0.344016481,0.334076552,0.635107349,0.387298335,0.383325939,0.398540571,0.404961935,0.614700856,0.614700856,0.346467434,0.337226637,0.353553391,0.437732769,0.397033334,0.169030851,0.623008958,1,0.40824829,0.303045763,0.602763781,0.337226637,0.366899693,0,0.389380599,0.413488385,0.507932806,0.393106814,0.414039336,0.169030851,0.608644543,0.597050251,0.383325939,0.379087698,0.385922492,0.379087698,0.188982237,0.125988158,0.285714286,0.480004741,0.337226637,0.356512048,0.188982237,0.403473292,0.397033334,0.374165739,0.370371873,0.380319415,0.252538136,0.347404167,0.3086067,0.347439614,0.356512048,0.62505411,0.466372402,0.370479287,0.430458032,0.188982237,0.372193684,0.404061018,0.369050873,0,0.448542614,0.071428571
JakeWharton_DiskLruCache,0.270030862,0,0.2057378,0.691417305,0.522303212,0.15430335,0.841779147,0.830701921,0.637415095,0.401771702,0.623609564,0.876095805,0.462037457,0.625968637,0.657375735,0.582181736,0.613438359,0.608942762,0.637415095,0.549857399,0.830701921,0.846327266,0.626596933,0.828078671,0.727430078,0.52463139,0.811754063,0.626668742,0.385164443,0.830701921,0.529256124,0.830701921,0.578637562,0.823586409,0.453632354,0.410529025,0.756237677,0.327326835,0.410529025,0.572221672,0.808542823,0.5757201,0.77151675,0.392792202,0.392792202,0.66864785,0.851064496,0.453632354,0.549857399,0.830701921,0.138013112,0.445099099,0.40824829,1,0.597969922,0.406562468,0.901127114,0.727532837,0.089087081,0.890198197,0.405134223,0.678641563,0.748930862,0.422577127,0.483045892,0.410529025,0.551075074,0.75637877,0.80952381,0.675223705,0.619047619,0.192879187,0.2057378,0.40824829,0.566109887,0.851064496,0.76742138,0.15430335,0.87064849,0.830701921,0.785584405,0.790911579,0.414039336,0.556730617,0.749657831,0.125988158,0.763762616,0.635107349,0.29546842,0.556541382,0.842664841,0.635988831,0.15430335,0.379868588,0.824786099,0.803543404,0.089087081,0.676123404,0.291605922
