Project,elastic_elasticsearch,ReactiveX_RxJava,apache_dubbo,zxing_zxing,skylot_jadx,eugenp_tutorials,JakeWharton_butterknife,Netflix_Hystrix,seata_seata,halo-dev_halo,apache_kafka,square_picasso,alibaba_nacos,apache_skywalking,redisson_redisson,apache_flink,Tencent_tinker,oracle_graal,apache_rocketmq,apache_shardingsphere,TeamNewPipe_NewPipe,orhanobut_logger,prestodb_presto,zhihu_Matisse,apache_hadoop,pinpoint-apm_pinpoint,Tencent_VasSonic,androidannotations_androidannotations,realm_realm-java,Netflix_zuul,apache_druid,Netflix_eureka,JakeWharton_ViewPagerIndicator,lingochamp_FileDownloader,liaohuqiu_android-Ultra-Pull-To-Refresh,pockethub_PocketHub,apache_zookeeper,openjdk_jdk,grpc_grpc-java,apereo_cas,Tencent_matrix,apache_pulsar,ChrisRM_material-theme-jetbrains,OpenAPITools_openapi-generator,Netflix_SimianArmy,Activiti_Activiti,dropwizard_metrics,square_dagger,JakeWharton_ActionBarSherlock,apache_shardingsphere-elasticjob,OpenFeign_feign,java-native-access_jna,apache_storm,Angel-ML_angel,JakeWharton_DiskLruCache,real-logic_aeron,sshahine_JFoenix,evernote_android-job,mrniko_netty-socketio,lightbend_config,square_otto,apache_jmeter,scribejava_scribejava,springfox_springfox,apache_beam,debezium,mybatis_generator,Alluxio_alluxio,Karumi_Dexter,orhanobut_dialogplus,micronaut-projects_micronaut-core,JodaOrg_joda-time,hibernate_hibernate-orm,junit-team_junit5,JakeWharton_NineOldAndroids,dromara_shenyu,square_android-times-square,HotBitmapGG_bilibili-android-client,quartz-scheduler_quartz,spring-projects_spring-security-oauth,airbnb_DeepLinkDispatch,Netflix_ribbon,mapstruct_mapstruct,roboguice_roboguice,apache_ignite,apache_camel,apache_hive,bjmashibing_InternetArchitect,brianfrankcooper_YCSB,apache_rocketmq-externals,AntennaPod_AntennaPod,dromara_hmily,oblac_jodd,apache_incubator-heron,Atmosphere_atmosphere,powermock_powermock,Genymobile_gnirehtet,citerus_dddsample-core,querydsl_querydsl,oracle_opengrok
TeamNewPipe_NewPipe,7.615773106,7.745966692,7.549834435,5.385164807,7.280109889,7.549834435,4.472135955,3.16227766,6.403124237,8.062257748,6.480740698,4.898979486,7.416198487,6.557438524,5.830951895,6.164414003,7.348469228,5.656854249,6.403124237,9.055385138,0,4,5.916079783,4.582575695,4.123105626,5.916079783,4.795831523,6.708203932,7.280109889,3.16227766,6.633249581,3.16227766,6.480740698,4.582575695,7.211102551,7.937253933,4.123105626,7.348469228,7.937253933,7.681145748,5,6.164414003,4.358898944,8,3.31662479,7.874007874,6,4.898979486,7.211102551,9.055385138,3.16227766,7.681145748,7.810249676,7.348469228,4.242640687,6.32455532,7.874007874,4.69041576,4.898979486,7.416198487,3.872983346,7.937253933,6.708203932,4.898979486,7.071067812,7.071067812,7.937253933,6.557438524,5.196152423,4.898979486,5.196152423,6,7.874007874,7.416198487,7.141428429,8.426149773,4.898979486,5.291502622,7.549834435,7.615773106,4.582575695,3.16227766,4.242640687,4.69041576,7.071067812,7.071067812,4.242640687,7.615773106,4,6.164414003,7.937253933,8.426149773,3.31662479,6.557438524,7.549834435,8.366600265,3.464101615,3.605551275,7.549834435,5.656854249
orhanobut_logger,7.071067812,7.211102551,6.8556546,5.385164807,7.141428429,6.8556546,2.449489743,4,5.567764363,7.937253933,5.830951895,3.741657387,7.280109889,5.744562647,5.477225575,6.32455532,7.071067812,6.164414003,5.567764363,9.16515139,4,0,5.567764363,2.645751311,3.872983346,5.567764363,3.605551275,6.708203932,6.708203932,4,6.164414003,4,5.656854249,3.31662479,6.32455532,7.681145748,4.123105626,6.633249581,7.681145748,8.185352772,3.605551275,6.164414003,3.872983346,7.745966692,3.872983346,7.745966692,5.099019514,3.464101615,6.32455532,9.16515139,4,7,7.416198487,6.92820323,3.741657387,6.32455532,7.615773106,4.472135955,4.69041576,7.141428429,3,7.280109889,6.08276253,3.741657387,6.92820323,6.164414003,7.681145748,6.708203932,3.872983346,2.828427125,5.385164807,6,7.211102551,6.8556546,6.403124237,8.544003745,3.464101615,4,6.8556546,6.92820323,3.605551275,4,3.16227766,4.472135955,6.633249581,6.633249581,4.242640687,6.92820323,4,5.291502622,7.549834435,8.544003745,3.31662479,6.8556546,6.8556546,8,3.464101615,4.358898944,7.141428429,5.291502622
prestodb_presto,7,7.416198487,7.071067812,6,5.830951895,7.071067812,5.744562647,6.244997998,5.656854249,7.615773106,6.08276253,5.916079783,7.071067812,6,7,6.557438524,7.681145748,5.567764363,5.656854249,9.219544457,5.916079783,5.567764363,0,5.830951895,6.164414003,6.164414003,5.477225575,6.92820323,6.92820323,6.244997998,5.744562647,6.244997998,6.403124237,6,6.708203932,7.348469228,6.32455532,6.557438524,7.348469228,8.602325267,5.477225575,6.244997998,5.830951895,7.416198487,6.32455532,7.549834435,5,5.916079783,6.708203932,9.219544457,6.244997998,6.92820323,7.211102551,6.8556546,5.916079783,6.708203932,7.280109889,6.08276253,6.557438524,7.348469228,6,7.483314774,6.32455532,5.744562647,6.8556546,6.403124237,7.348469228,6,6.164414003,5.916079783,6.92820323,6.708203932,7,7.071067812,6.782329983,8.485281374,5.916079783,6.244997998,7.071067812,7.141428429,5.477225575,6.244997998,5.567764363,6.244997998,6.708203932,7.280109889,6.244997998,7.141428429,6.244997998,5.385164807,7.071067812,8.485281374,6,6.633249581,7.071067812,8.185352772,5.916079783,6.480740698,7.348469228,6.403124237
zhihu_Matisse,7,7,6.782329983,5.656854249,6.92820323,6.633249581,1,4.123105626,5.291502622,7.745966692,5.916079783,3.31662479,7.211102551,5.477225575,5.744562647,5.744562647,7.141428429,6.244997998,5.291502622,9.219544457,4.582575695,2.645751311,5.830951895,0,4.69041576,5.099019514,3.16227766,7.071067812,6.633249581,4.123105626,5.916079783,4.123105626,5.385164807,3.464101615,6.08276253,7.483314774,4.472135955,6.403124237,7.483314774,8.124038405,3.464101615,5.744562647,4.242640687,7.549834435,4,7.549834435,4.795831523,3,6.08276253,9.219544457,4.123105626,6.782329983,7.348469228,6.8556546,3.872983346,6.08276253,7.416198487,4.123105626,4.795831523,6.92820323,2.828427125,7.211102551,6,4.582575695,6.8556546,5.916079783,7.483314774,6.480740698,3.16227766,2.236067977,5.477225575,5.916079783,7,6.782329983,6.164414003,8.485281374,3,3.31662479,6.633249581,6.708203932,2.828427125,4.123105626,3.872983346,4.795831523,6.403124237,6.8556546,4.795831523,6.8556546,4.582575695,5,7.483314774,8.485281374,3.464101615,6.92820323,6.633249581,8.185352772,3.872983346,4.472135955,6.92820323,5.744562647
apache_hadoop,7.280109889,7.280109889,7.071067812,5.477225575,7.483314774,7.071067812,4.582575695,3.872983346,6.32455532,8.246211251,6.244997998,5.196152423,7.615773106,6.633249581,5.567764363,6.708203932,7.681145748,5.744562647,6.32455532,9.327379053,4.123105626,3.872983346,6.164414003,4.69041576,0,5.477225575,5.099019514,6.92820323,7.211102551,3.872983346,6.708203932,3.872983346,6.244997998,4.898979486,7,8,2,7,8,8.124038405,5.099019514,6.244997998,4.242640687,8.062257748,3.741657387,7.937253933,5.567764363,5,7,9.327379053,3.872983346,7.071067812,7.745966692,7.280109889,5,6.403124237,7.937253933,5,4.358898944,6.92820323,4.472135955,7.874007874,6.92820323,4.358898944,6.8556546,6.708203932,8,6.92820323,5.291502622,4.582575695,5.099019514,6.244997998,7.280109889,7.071067812,6.92820323,8.831760866,5,5.385164807,6.92820323,7,5.099019514,3.872983346,3.872983346,4.358898944,7.141428429,6.8556546,3.31662479,7.141428429,1.732050808,6.08276253,7.874007874,8.717797887,3.741657387,6.782329983,6.92820323,8.062257748,3.872983346,4,6.782329983,5.916079783
pinpoint-apm_pinpoint,6.244997998,5.196152423,5.830951895,6.633249581,6.782329983,5.099019514,5.196152423,5.916079783,5.477225575,6.92820323,6.08276253,5,6.633249581,5.830951895,6.8556546,5.744562647,7.810249676,6.08276253,5.477225575,10.14889157,5.916079783,5.567764363,6.164414003,5.099019514,5.477225575,0,4.69041576,7.745966692,6,5.916079783,5.385164807,5.916079783,4.795831523,5.291502622,5.916079783,6.633249581,5.656854249,5.567764363,6.782329983,9.16515139,4.898979486,5.567764363,5.656854249,6.708203932,5.830951895,6.708203932,5,4.795831523,5.916079783,10.14889157,5.916079783,5.291502622,6.782329983,6.557438524,5.744562647,5.916079783,6.557438524,5.385164807,5.916079783,4.898979486,5.830951895,7.874007874,7.483314774,6.08276253,6.403124237,5.567764363,6.633249581,6,4.898979486,5.385164807,6.480740698,5.567764363,5.916079783,5.656854249,5.656854249,9.486832981,4.795831523,5,5.099019514,5,5.099019514,5.916079783,5.744562647,6.08276253,5.744562647,7.416198487,6.244997998,5.567764363,5.567764363,5.196152423,6.782329983,9.38083152,5.656854249,7.874007874,5.099019514,7.681145748,6.08276253,6,5.099019514,5.916079783
Tencent_VasSonic,6.557438524,6.403124237,6.164414003,5.477225575,6.782329983,6,3.31662479,5,4.898979486,7.483314774,5.567764363,3,6.92820323,5.099019514,5.744562647,5.196152423,7.141428429,6.08276253,4.898979486,9.539392014,4.795831523,3.605551275,5.477225575,3.16227766,5.099019514,4.69041576,0,7.348469228,5.830951895,5,5.385164807,5,4.795831523,3.464101615,5.385164807,7.211102551,5.291502622,5.744562647,7.211102551,8.602325267,1.414213562,5.196152423,4.69041576,7.280109889,4.898979486,7.280109889,4.358898944,2.645751311,5.385164807,9.539392014,5,6.164414003,6.92820323,6.403124237,3.872983346,5.916079783,7.141428429,4.358898944,5.196152423,6.32455532,4.242640687,7.348469228,6.480740698,5,6.08276253,5.385164807,7.211102551,6.480740698,3.16227766,3.872983346,5.656854249,5.567764363,6.557438524,6,5.477225575,8.717797887,2.645751311,3.31662479,6,6.08276253,3.16227766,5,4.358898944,4.795831523,5.916079783,6.708203932,5.567764363,6.08276253,5.196152423,4.582575695,6.92820323,8.717797887,4.472135955,7.211102551,6,7.681145748,4.582575695,5.291502622,6.32455532,5.196152423
androidannotations_androidannotations,8.660254038,9.110433579,8.94427191,6.92820323,6.633249581,9.055385138,7,6.8556546,7.874007874,8.831760866,7.937253933,7.549834435,8.246211251,8,6.403124237,7.937253933,7.416198487,7.141428429,7.874007874,7.549834435,6.708203932,6.708203932,6.92820323,7.071067812,6.92820323,7.745966692,7.348469228,0,8.831760866,6.8556546,8.306623863,6.8556546,8.544003745,7.211102551,8.544003745,8.602325267,7.071067812,9,8.602325267,7.615773106,7.483314774,7.810249676,7.348469228,8.660254038,6.92820323,8.660254038,7.416198487,7.416198487,8.544003745,7.549834435,6.8556546,9.273618495,8.485281374,8.426149773,7.141428429,7.416198487,8.544003745,7.280109889,6.8556546,8.94427191,6.782329983,7.745966692,6.782329983,7.141428429,8.062257748,8.185352772,8.602325267,7.483314774,7.483314774,7.280109889,7.745966692,7.416198487,8.660254038,9.055385138,8.94427191,7.211102551,7.416198487,7.549834435,9.16515139,9.110433579,7.348469228,6.8556546,7.280109889,7.549834435,8.774964387,7.681145748,6.557438524,9,7,7.681145748,8.485281374,7.211102551,6.92820323,5.477225575,9.16515139,7.937253933,7.141428429,6.92820323,9.055385138,7.937253933
realm_realm-java,4.795831523,4.123105626,4.472135955,7.071067812,7.615773106,3.741657387,6.708203932,7.280109889,6,7.874007874,7.416198487,6.08276253,7.745966692,6.32455532,7.549834435,5.744562647,8.774964387,7.280109889,6,10.72380529,7.280109889,6.708203932,6.92820323,6.633249581,7.211102551,6,5.830951895,8.831760866,0,7.280109889,5.916079783,7.280109889,4.795831523,6.164414003,4.358898944,7.348469228,7.211102551,4.123105626,7.348469228,9.797958971,5.656854249,6.244997998,6.633249581,7.280109889,7.348469228,7.280109889,6.557438524,6.244997998,4.358898944,10.72380529,7.280109889,3.741657387,7.211102551,5.196152423,6.08276253,7.416198487,7.416198487,6.08276253,7.280109889,4,6.92820323,6.633249581,7.874007874,7,5.744562647,5.196152423,7.348469228,7.348469228,6,6.403124237,6.480740698,6.403124237,5.385164807,4.242640687,3.741657387,10,6.244997998,5.916079783,3.464101615,3.605551275,6.164414003,7.280109889,6.708203932,6.244997998,4.795831523,7.416198487,7.416198487,4.123105626,7.141428429,6.244997998,6.480740698,10,7.211102551,8.717797887,3.464101615,8.426149773,7,7.348469228,4,5.385164807
Netflix_zuul,7.745966692,7.745966692,7.681145748,5.744562647,7.549834435,7.549834435,4,0,6.403124237,8.185352772,6.633249581,4.69041576,7.681145748,6.557438524,6,6,7.348469228,6,6.403124237,9.055385138,3.16227766,4,6.244997998,4.123105626,3.872983346,5.916079783,5,6.8556546,7.280109889,0,6.633249581,0,6.480740698,4.582575695,7.211102551,7.937253933,3.31662479,7.348469228,7.937253933,7.416198487,5.196152423,6.164414003,4.123105626,8,1,7.874007874,6,4.69041576,7.211102551,9.055385138,0,7.681145748,7.937253933,7.348469228,4.242640687,6.633249581,7.874007874,4.69041576,4.69041576,7.416198487,3,7.937253933,6.708203932,4.69041576,7.211102551,7.071067812,7.937253933,6.557438524,5,4.472135955,4.795831523,5.830951895,7.874007874,7.549834435,7.141428429,8.426149773,4.69041576,5.099019514,7.549834435,7.615773106,4.358898944,0,4,4.242640687,7.071067812,7.211102551,3.741657387,7.745966692,3.464101615,6.164414003,8.062257748,8.426149773,2.645751311,6.557438524,7.549834435,8.485281374,2.449489743,2.236067977,7.549834435,5.656854249
apache_druid,6.164414003,6,5.916079783,6.708203932,6.708203932,5.744562647,6,6.633249581,5.744562647,7.549834435,6.164414003,5.656854249,7.141428429,5.916079783,7.211102551,5.291502622,7.745966692,6.32455532,5.744562647,9.899494937,6.633249581,6.164414003,5.744562647,5.916079783,6.708203932,5.385164807,5.385164807,8.306623863,5.916079783,6.633249581,0,6.633249581,5.477225575,5.567764363,5.656854249,7.280109889,6.708203932,5.291502622,7.141428429,9.433981132,5.196152423,5.656854249,6.08276253,7.348469228,6.708203932,7.483314774,5.291502622,5.656854249,5.656854249,9.899494937,6.633249581,5.744562647,7.141428429,6,6,6,7.211102551,6,6.633249581,6.08276253,6.244997998,7.937253933,7.141428429,6.480740698,6.32455532,5.656854249,7.280109889,6.403124237,5.385164807,6,6.557438524,6.32455532,6.164414003,6.08276253,5.567764363,9.219544457,5.656854249,5.477225575,5.744562647,5.830951895,5.567764363,6.633249581,6.164414003,6.480740698,5.099019514,7.348469228,6.633249581,6,6.633249581,5.477225575,6.8556546,9.110433579,6.403124237,7.937253933,5.744562647,8.124038405,6.480740698,6.8556546,6.08276253,5.656854249
Netflix_eureka,7.745966692,7.745966692,7.681145748,5.744562647,7.549834435,7.549834435,4,0,6.403124237,8.185352772,6.633249581,4.69041576,7.681145748,6.557438524,6,6,7.348469228,6,6.403124237,9.055385138,3.16227766,4,6.244997998,4.123105626,3.872983346,5.916079783,5,6.8556546,7.280109889,0,6.633249581,0,6.480740698,4.582575695,7.211102551,7.937253933,3.31662479,7.348469228,7.937253933,7.416198487,5.196152423,6.164414003,4.123105626,8,1,7.874007874,6,4.69041576,7.211102551,9.055385138,0,7.681145748,7.937253933,7.348469228,4.242640687,6.633249581,7.874007874,4.69041576,4.69041576,7.416198487,3,7.937253933,6.708203932,4.69041576,7.211102551,7.071067812,7.937253933,6.557438524,5,4.472135955,4.795831523,5.830951895,7.874007874,7.549834435,7.141428429,8.426149773,4.69041576,5.099019514,7.549834435,7.615773106,4.358898944,0,4,4.242640687,7.071067812,7.211102551,3.741657387,7.745966692,3.464101615,6.164414003,8.062257748,8.426149773,2.645751311,6.557438524,7.549834435,8.485281374,2.449489743,2.236067977,7.549834435,5.656854249
JakeWharton_ViewPagerIndicator,5.291502622,4.472135955,4.358898944,6.557438524,7.141428429,3.872983346,5.477225575,6.480740698,4.358898944,7.681145748,6.164414003,4.898979486,7.141428429,4.795831523,6.92820323,5.477225575,8.246211251,6.782329983,4.358898944,10.58300524,6.480740698,5.656854249,6.403124237,5.385164807,6.244997998,4.795831523,4.795831523,8.544003745,4.795831523,6.480740698,5.477225575,6.480740698,0,5.385164807,3.464101615,7.141428429,6.244997998,4,7,9.539392014,4.582575695,5.830951895,6.08276253,7.071067812,6.403124237,7.211102551,5.099019514,4.898979486,3.464101615,10.58300524,6.480740698,4.123105626,7.280109889,5.656854249,5.291502622,6.92820323,7.211102551,4.69041576,6.32455532,4.358898944,6.08276253,7.280109889,7.280109889,6.480740698,5.291502622,5.291502622,7.141428429,6.8556546,5.196152423,5.477225575,6.244997998,5.656854249,5.477225575,4.123105626,3,9.848857802,4.898979486,5.099019514,3.872983346,4,5.196152423,6.480740698,5.830951895,5.477225575,5.291502622,6.633249581,6.633249581,4.242640687,6.164414003,4.69041576,6.244997998,9.848857802,6.08276253,8.544003745,3.872983346,7.874007874,6.32455532,6.557438524,4.358898944,6
lingochamp_FileDownloader,6.557438524,6.8556546,6.480740698,5.830951895,6.92820323,6.480740698,3.605551275,4.582575695,5.291502622,7.348469228,5.916079783,3,6.782329983,5.477225575,5.744562647,5.744562647,6.8556546,6.403124237,5.291502622,9.219544457,4.582575695,3.31662479,6,3.464101615,4.898979486,5.291502622,3.464101615,7.211102551,6.164414003,4.582575695,5.567764363,4.582575695,5.385164807,0,5.916079783,7.071067812,4.898979486,6.244997998,7.071067812,8.246211251,3.464101615,5.385164807,4.242640687,7.141428429,4.472135955,7.141428429,5,3,5.916079783,9.219544457,4.582575695,6.633249581,6.782329983,6.403124237,3.872983346,5.744562647,7,4.358898944,5,6.782329983,4,7.211102551,6.32455532,4.582575695,6.557438524,5.744562647,7.071067812,6.32455532,3.16227766,3.872983346,5.477225575,5.744562647,6.8556546,6.480740698,6,8.485281374,3,3.31662479,6.480740698,6.557438524,3.464101615,4.582575695,4.123105626,4.795831523,5.916079783,6.403124237,5.196152423,6.557438524,4.795831523,5,7.211102551,8.485281374,4,7.071067812,6.480740698,7.810249676,4.123105626,4.898979486,6.782329983,5.196152423
liaohuqiu_android-Ultra-Pull-To-Refresh,4.69041576,4.242640687,4.123105626,6.708203932,7.549834435,3.605551275,6.164414003,7.211102551,5.196152423,7.810249676,6.782329983,5.477225575,7.549834435,5.567764363,7.211102551,5.656854249,8.485281374,7.211102551,5.196152423,10.67707825,7.211102551,6.32455532,6.708203932,6.08276253,7,5.916079783,5.385164807,8.544003745,4.358898944,7.211102551,5.656854249,7.211102551,3.464101615,5.916079783,0,7.280109889,7,3.741657387,7.141428429,9.643650761,5.196152423,6,6.8556546,7.211102551,7.141428429,7.348469228,5.830951895,5.477225575,0,10.67707825,7.211102551,3.872983346,7.416198487,5.291502622,5.830951895,7.211102551,7.348469228,5.656854249,6.92820323,4.123105626,6.708203932,6.708203932,7.416198487,6.782329983,5.291502622,4.898979486,7.280109889,7.141428429,5.385164807,6,6.8556546,6.164414003,4.69041576,3.872983346,2.645751311,9.949874371,5.477225575,5.291502622,3.605551275,3.741657387,5.916079783,7.211102551,6.633249581,6.32455532,5.099019514,6.92820323,7.211102551,4,6.92820323,5.477225575,6.08276253,9.949874371,6.8556546,8.544003745,3.605551275,7.874007874,7.071067812,7.280109889,4.123105626,5.656854249
pockethub_PocketHub,7.141428429,7.280109889,7.211102551,7.874007874,7.071067812,7.071067812,7.549834435,7.937253933,7.071067812,2.828427125,7.681145748,7.141428429,3.464101615,7.211102551,8.306623863,7.416198487,5.744562647,7.810249676,7.071067812,8.774964387,7.937253933,7.681145748,7.348469228,7.483314774,8,6.633249581,7.211102551,8.602325267,7.348469228,7.937253933,7.280109889,7.937253933,7.141428429,7.071067812,7.280109889,0,8,7.416198487,2,9.055385138,7.211102551,7.141428429,7.745966692,1,7.874007874,2.645751311,7,7.280109889,7.280109889,8.774964387,7.937253933,7.211102551,2,5.744562647,7.416198487,8.062257748,1,7.549834435,8.062257748,7.211102551,7.874007874,8.124038405,7.483314774,7.937253933,7.416198487,7.416198487,0,5.291502622,7.211102551,7.549834435,7.615773106,7.416198487,7.416198487,7.211102551,7.348469228,8,7.280109889,7.280109889,7.071067812,7.141428429,7.348469228,7.937253933,7.681145748,7.810249676,7.141428429,8.544003745,8.306623863,7,7.937253933,7.280109889,5.477225575,7.874007874,7.745966692,8.717797887,7.071067812,8.306623863,7.810249676,8.124038405,7.348469228,7.416198487
apache_zookeeper,7.416198487,7.416198487,7.348469228,5.477225575,7.615773106,7.211102551,4.358898944,3.31662479,6.32455532,8.246211251,6.403124237,5,7.745966692,6.633249581,5.567764363,6.403124237,7.549834435,5.744562647,6.32455532,9.219544457,4.123105626,4.123105626,6.32455532,4.472135955,2,5.656854249,5.291502622,7.071067812,7.211102551,3.31662479,6.708203932,3.31662479,6.244997998,4.898979486,7,8,0,7.141428429,8,7.874007874,5.291502622,6.244997998,4.242640687,8.062257748,3.16227766,7.937253933,5.744562647,5,7,9.219544457,3.31662479,7.211102551,7.874007874,7.280109889,4.795831523,6.403124237,7.937253933,4.795831523,4.123105626,7.071067812,4,7.874007874,6.92820323,4.582575695,7,6.8556546,8,6.92820323,5.291502622,4.358898944,4.898979486,6.244997998,7.416198487,7.348469228,6.92820323,8.717797887,5,5.385164807,7.071067812,7.141428429,4.898979486,3.31662479,3.872983346,4.358898944,7.141428429,6.8556546,3,7.416198487,1,6.08276253,7.874007874,8.602325267,3.16227766,6.92820323,7.071067812,8.306623863,3.605551275,3.464101615,6.92820323,5.744562647
openjdk_jdk,4.69041576,3.464101615,3.605551275,7.141428429,7.681145748,3,6.480740698,7.348469228,5.385164807,7.810249676,6.782329983,5.830951895,7.549834435,5.567764363,7.745966692,5.656854249,8.94427191,7.211102551,5.385164807,11.04536102,7.348469228,6.633249581,6.557438524,6.403124237,7,5.567764363,5.744562647,9,4.123105626,7.348469228,5.291502622,7.348469228,4,6.244997998,3.741657387,7.416198487,7.141428429,0,7.280109889,10.04987562,5.567764363,5.830951895,6.8556546,7.348469228,7.280109889,7.348469228,5.830951895,5.830951895,3.741657387,11.04536102,7.348469228,3,7.416198487,5.099019514,6.164414003,7.348469228,7.483314774,6,7.211102551,3.31662479,7,6.8556546,7.937253933,6.92820323,5.477225575,4.69041576,7.416198487,7.141428429,5.567764363,6.164414003,6.708203932,6.633249581,4.898979486,3.605551275,2.645751311,10.34408043,5.830951895,5.477225575,2.645751311,2.828427125,6.244997998,7.348469228,6.92820323,6.480740698,4.242640687,7.615773106,7.615773106,3.464101615,7.071067812,5.477225575,6.08276253,10.34408043,7,8.774964387,2.645751311,8.246211251,7.211102551,7.549834435,3.31662479,5.291502622
grpc_grpc-java,7,7.141428429,6.92820323,7.874007874,7.071067812,7.071067812,7.549834435,7.937253933,7.071067812,3.464101615,7.549834435,7.141428429,3.741657387,7.211102551,8.306623863,7.416198487,5.916079783,7.810249676,7.071067812,8.774964387,7.937253933,7.681145748,7.348469228,7.483314774,8,6.782329983,7.211102551,8.602325267,7.348469228,7.937253933,7.141428429,7.937253933,7,7.071067812,7.141428429,2,8,7.280109889,0,9.055385138,7.211102551,7.141428429,7.745966692,1.732050808,7.874007874,3,7,7.280109889,7.141428429,8.774964387,7.937253933,7.211102551,2.828427125,5.567764363,7.416198487,7.937253933,2.236067977,7.549834435,8.062257748,7.211102551,7.874007874,8.124038405,7.483314774,7.937253933,7.280109889,7.549834435,2,5.291502622,7.211102551,7.549834435,7.615773106,7.549834435,7.416198487,7.071067812,7.211102551,8,7.280109889,7.280109889,7.071067812,7.141428429,7.348469228,7.937253933,7.681145748,7.681145748,7,8.426149773,8.185352772,6.8556546,7.937253933,7.280109889,5.291502622,7.874007874,7.745966692,8.717797887,7.071067812,8.426149773,7.810249676,8.124038405,7.348469228,7.280109889
apereo_cas,9.949874371,10.14889157,10.19803903,8.246211251,8.717797887,10.19803903,8.185352772,7.416198487,9.273618495,8.94427191,8.888194417,8.426149773,8.717797887,9.16515139,8.062257748,9.110433579,8.062257748,8.062257748,9.273618495,7.681145748,7.681145748,8.185352772,8.602325267,8.124038405,8.124038405,9.16515139,8.602325267,7.615773106,9.797958971,7.416198487,9.433981132,7.416198487,9.539392014,8.246211251,9.643650761,9.055385138,7.874007874,10.04987562,9.055385138,0,8.717797887,9.219544457,8.366600265,9.110433579,7.483314774,9.110433579,9,8.426149773,9.643650761,7.681145748,7.416198487,10.09950494,9.055385138,9.539392014,8.426149773,8.660254038,9,8.544003745,7.937253933,10.09950494,7.745966692,9.055385138,7.745966692,8.426149773,9.643650761,9.539392014,9.055385138,8.366600265,8.485281374,8.426149773,8.366600265,8.306623863,9.848857802,10,9.899494937,7.348469228,8.426149773,8.544003745,10.19803903,10.24695077,8.246211251,7.416198487,8.185352772,8.185352772,9.539392014,8.660254038,7.681145748,10.24695077,7.937253933,9.110433579,9.695359715,7.615773106,7.874007874,7.615773106,10.19803903,9.433981132,7.681145748,7.615773106,10.19803903,9
Tencent_matrix,6.403124237,6.244997998,6,5.477225575,6.782329983,5.830951895,3.605551275,5.196152423,4.69041576,7.483314774,5.385164807,3.31662479,6.92820323,4.898979486,5.916079783,5.196152423,7.280109889,6.08276253,4.69041576,9.643650761,5,3.605551275,5.477225575,3.464101615,5.099019514,4.898979486,1.414213562,7.483314774,5.656854249,5.196152423,5.196152423,5.196152423,4.582575695,3.464101615,5.196152423,7.211102551,5.291502622,5.567764363,7.211102551,8.717797887,0,5.196152423,4.69041576,7.280109889,5.099019514,7.280109889,4.123105626,3,5.196152423,9.643650761,5.196152423,6,6.92820323,6.244997998,3.872983346,5.916079783,7.141428429,4.358898944,5.385164807,6.164414003,4.472135955,7.348469228,6.32455532,5,5.916079783,5.196152423,7.211102551,6.480740698,3.464101615,3.872983346,5.477225575,5.567764363,6.403124237,5.830951895,5.291502622,8.831760866,3,3.605551275,5.830951895,5.916079783,3.464101615,5.196152423,4.358898944,5,5.744562647,6.557438524,5.567764363,5.916079783,5.196152423,4.358898944,6.782329983,8.831760866,4.69041576,7.348469228,5.830951895,7.681145748,4.795831523,5.477225575,6.164414003,5
apache_pulsar,6.164414003,6.164414003,6.244997998,6.8556546,7.141428429,6.08276253,5.830951895,6.164414003,6.08276253,7.416198487,6.480740698,5.477225575,7,6.244997998,7.348469228,4,7.745966692,6.633249581,6.08276253,10,6.164414003,6.164414003,6.244997998,5.744562647,6.244997998,5.567764363,5.196152423,7.810249676,6.244997998,6.164414003,5.656854249,6.164414003,5.830951895,5.385164807,6,7.141428429,6.244997998,5.830951895,7.141428429,9.219544457,5.196152423,0,6.08276253,7.211102551,6.08276253,7.071067812,5.656854249,5.477225575,6,10,6.164414003,6.244997998,7,6.32455532,5.830951895,6.480740698,7.071067812,6,6.633249581,5.916079783,6.08276253,8.185352772,7.416198487,6.480740698,4,5.830951895,7.141428429,6.08276253,5.385164807,6,6.244997998,6.164414003,6.480740698,5.744562647,5.744562647,9.219544457,5.477225575,5.477225575,6.08276253,6.164414003,5.744562647,6.164414003,6.164414003,6.782329983,6,7.348469228,6.633249581,6.164414003,6.32455532,5.830951895,7,9.219544457,6.08276253,7.416198487,6.08276253,8.246211251,6.32455532,6.08276253,5.916079783,5.830951895
