Project,elastic_elasticsearch,ReactiveX_RxJava,apache_dubbo,zxing_zxing,skylot_jadx,eugenp_tutorials,JakeWharton_butterknife,Netflix_Hystrix,seata_seata,halo-dev_halo,apache_kafka,square_picasso,alibaba_nacos,apache_skywalking,redisson_redisson,apache_flink,Tencent_tinker,oracle_graal,apache_rocketmq,apache_shardingsphere,TeamNewPipe_NewPipe,orhanobut_logger,prestodb_presto,zhihu_Matisse,apache_hadoop,pinpoint-apm_pinpoint,Tencent_VasSonic,androidannotations_androidannotations,realm_realm-java,Netflix_zuul,apache_druid,Netflix_eureka,JakeWharton_ViewPagerIndicator,lingochamp_FileDownloader,liaohuqiu_android-Ultra-Pull-To-Refresh,pockethub_PocketHub,apache_zookeeper,openjdk_jdk,grpc_grpc-java,apereo_cas,Tencent_matrix,apache_pulsar,ChrisRM_material-theme-jetbrains,OpenAPITools_openapi-generator,Netflix_SimianArmy,Activiti_Activiti,dropwizard_metrics,square_dagger,JakeWharton_ActionBarSherlock,apache_shardingsphere-elasticjob,OpenFeign_feign,java-native-access_jna,apache_storm,Angel-ML_angel,JakeWharton_DiskLruCache,real-logic_aeron,sshahine_JFoenix,evernote_android-job,mrniko_netty-socketio,lightbend_config,square_otto,apache_jmeter,scribejava_scribejava,springfox_springfox,apache_beam,debezium,mybatis_generator,Alluxio_alluxio,Karumi_Dexter,orhanobut_dialogplus,micronaut-projects_micronaut-core,JodaOrg_joda-time,hibernate_hibernate-orm,junit-team_junit5,JakeWharton_NineOldAndroids,dromara_shenyu,square_android-times-square,HotBitmapGG_bilibili-android-client,quartz-scheduler_quartz,spring-projects_spring-security-oauth,airbnb_DeepLinkDispatch,Netflix_ribbon,mapstruct_mapstruct,roboguice_roboguice,apache_ignite,apache_camel,apache_hive,bjmashibing_InternetArchitect,brianfrankcooper_YCSB,apache_rocketmq-externals,AntennaPod_AntennaPod,dromara_hmily,oblac_jodd,apache_incubator-heron,Atmosphere_atmosphere,powermock_powermock,Genymobile_gnirehtet,citerus_dddsample-core,querydsl_querydsl,oracle_opengrok
ChrisRM_material-theme-jetbrains,7,7.280109889,6.92820323,5.656854249,7.348469228,6.92820323,4.123105626,4.123105626,5.830951895,8,6.403124237,4.582575695,7.348469228,6,6.08276253,6.244997998,7.549834435,5.744562647,5.830951895,9.110433579,4.358898944,3.872983346,5.830951895,4.242640687,4.242640687,5.656854249,4.69041576,7.348469228,6.633249581,4.123105626,6.08276253,4.123105626,6.08276253,4.242640687,6.8556546,7.745966692,4.242640687,6.8556546,7.745966692,8.366600265,4.69041576,6.08276253,0,7.810249676,4.242640687,7.810249676,5.567764363,4.582575695,6.8556546,9.110433579,4.123105626,6.92820323,7.483314774,6.8556546,4.582575695,5.916079783,7.681145748,4.582575695,5,7.211102551,4,7.348469228,6.480740698,4.358898944,7,6.557438524,7.745966692,6.633249581,4.898979486,4.358898944,5.291502622,6.08276253,7.280109889,7.071067812,6.782329983,8.485281374,4.582575695,5,6.92820323,7,4.242640687,4.123105626,3.872983346,4.795831523,6.557438524,6.708203932,4.358898944,7,4.358898944,5.567764363,7.615773106,8.485281374,4,6.782329983,6.92820323,8.306623863,3.605551275,3.741657387,7.211102551,5.385164807
OpenAPITools_openapi-generator,7.071067812,7.211102551,7.141428429,7.937253933,7.141428429,7,7.615773106,8,7.141428429,3,7.745966692,7.211102551,3.605551275,7.280109889,8.366600265,7.483314774,5.830951895,7.874007874,7.141428429,8.831760866,8,7.745966692,7.416198487,7.549834435,8.062257748,6.708203932,7.280109889,8.660254038,7.280109889,8,7.348469228,8,7.071067812,7.141428429,7.211102551,1,8.062257748,7.348469228,1.732050808,9.110433579,7.280109889,7.211102551,7.810249676,0,7.937253933,2.449489743,7.071067812,7.348469228,7.211102551,8.831760866,8,7.141428429,2.236067977,5.656854249,7.483314774,8.124038405,1.414213562,7.615773106,8.124038405,7.141428429,7.937253933,8.062257748,7.549834435,8,7.348469228,7.483314774,1,5.385164807,7.280109889,7.615773106,7.681145748,7.483314774,7.348469228,7.141428429,7.280109889,8.062257748,7.348469228,7.348469228,7,7.071067812,7.416198487,8,7.745966692,7.745966692,7.071067812,8.485281374,8.366600265,6.92820323,8,7.348469228,5.385164807,7.937253933,7.810249676,8.774964387,7,8.366600265,7.874007874,8.185352772,7.280109889,7.348469228
Netflix_SimianArmy,7.681145748,7.681145748,7.615773106,5.656854249,7.615773106,7.483314774,3.872983346,1,6.32455532,8.124038405,6.557438524,4.582575695,7.615773106,6.480740698,5.916079783,6.08276253,7.416198487,6.08276253,6.32455532,9.110433579,3.31662479,3.872983346,6.32455532,4,3.741657387,5.830951895,4.898979486,6.92820323,7.348469228,1,6.708203932,1,6.403124237,4.472135955,7.141428429,7.874007874,3.16227766,7.280109889,7.874007874,7.483314774,5.099019514,6.08276253,4.242640687,7.937253933,0,7.810249676,5.916079783,4.582575695,7.141428429,9.110433579,1,7.615773106,7.874007874,7.416198487,4.358898944,6.557438524,7.810249676,4.795831523,4.582575695,7.348469228,3.16227766,8,6.782329983,4.582575695,7.141428429,7,7.874007874,6.633249581,4.898979486,4.358898944,4.898979486,5.916079783,7.810249676,7.483314774,7.071067812,8.485281374,4.582575695,5,7.483314774,7.549834435,4.472135955,1,3.872983346,4.358898944,7.141428429,7.141428429,3.872983346,7.681145748,3.31662479,6.08276253,8,8.485281374,2.449489743,6.633249581,7.483314774,8.426149773,2.645751311,2.449489743,7.483314774,5.744562647
Activiti_Activiti,7.211102551,7.211102551,7.280109889,7.937253933,6.8556546,7.141428429,7.615773106,7.874007874,7.416198487,3.31662479,7.874007874,7.211102551,3.872983346,7.416198487,8.246211251,7.348469228,6,7.874007874,7.416198487,8.94427191,7.874007874,7.745966692,7.549834435,7.549834435,7.937253933,6.708203932,7.280109889,8.660254038,7.280109889,7.874007874,7.483314774,7.874007874,7.211102551,7.141428429,7.348469228,2.645751311,7.937253933,7.348469228,3,9.110433579,7.280109889,7.071067812,7.810249676,2.449489743,7.810249676,0,7.211102551,7.348469228,7.348469228,8.94427191,7.874007874,7.280109889,3.31662479,5.656854249,7.483314774,8.124038405,2.449489743,7.615773106,8,7,7.810249676,8.185352772,7.810249676,7.874007874,7.348469228,7.615773106,2.645751311,5.567764363,7.280109889,7.615773106,7.549834435,7.483314774,7.348469228,7.280109889,7.416198487,8.185352772,7.348469228,7.348469228,7,7.071067812,7.416198487,7.874007874,7.745966692,7.874007874,7.071067812,8.602325267,8.366600265,7.071067812,7.874007874,7.483314774,5.196152423,8.062257748,7.681145748,8.774964387,7,8.366600265,7.874007874,8.062257748,7.141428429,7.211102551
dropwizard_metrics,6.480740698,6.32455532,6.08276253,6.08276253,6.403124237,5.916079783,4.898979486,6,3.31662479,7.280109889,3.464101615,4.69041576,6.708203932,3.872983346,6.32455532,5.830951895,7.211102551,6,3.31662479,9.591663047,6,5.099019514,5,4.795831523,5.567764363,5,4.358898944,7.416198487,6.557438524,6,5.291502622,6,5.099019514,5,5.830951895,7,5.744562647,5.830951895,7,9,4.123105626,5.656854249,5.567764363,7.071067812,5.916079783,7.211102551,0,4.472135955,5.830951895,9.591663047,6,6.08276253,7,6.480740698,5.099019514,6,6.92820323,5.099019514,5.656854249,6.244997998,5.567764363,7.681145748,6.244997998,5.656854249,6.32455532,5.291502622,7,5.916079783,4.795831523,5.099019514,6.244997998,6.32455532,6.164414003,6.244997998,5.744562647,9,4.472135955,4.69041576,5.916079783,6,4.582575695,6,5.477225575,5.656854249,5.830951895,7.071067812,6.164414003,6.164414003,5.656854249,2.828427125,6.557438524,8.888194417,5.567764363,7.141428429,5.916079783,7.874007874,5.830951895,6.244997998,6.244997998,5.656854249
square_dagger,6.480740698,6.480740698,6.244997998,5.916079783,7.141428429,6.08276253,3.16227766,4.69041576,4.795831523,7.549834435,5.477225575,1.414213562,7.141428429,5,6,5.656854249,6.92820323,6.32455532,4.795831523,9.486832981,4.898979486,3.464101615,5.916079783,3,5,4.795831523,2.645751311,7.416198487,6.244997998,4.69041576,5.656854249,4.69041576,4.898979486,3,5.477225575,7.280109889,5,5.830951895,7.280109889,8.426149773,3,5.477225575,4.582575695,7.348469228,4.582575695,7.348469228,4.472135955,0,5.477225575,9.486832981,4.69041576,6.244997998,7.141428429,6.633249581,3.464101615,5.830951895,7.211102551,4.242640687,5.099019514,6.403124237,3.872983346,7.280109889,6.403124237,4.898979486,6.633249581,5.477225575,7.280109889,6.403124237,2.645751311,3.741657387,5.916079783,5.656854249,6.633249581,6.244997998,5.567764363,8.774964387,0,2.449489743,6.08276253,6.164414003,2.645751311,4.69041576,4.472135955,4.69041576,5.830951895,6.480740698,5.477225575,6.32455532,4.898979486,4.472135955,7.141428429,8.774964387,4.123105626,7.280109889,6.08276253,7.874007874,4.472135955,5,6.403124237,5.291502622
JakeWharton_ActionBarSherlock,4.69041576,4.242640687,4.123105626,6.708203932,7.549834435,3.605551275,6.164414003,7.211102551,5.196152423,7.810249676,6.782329983,5.477225575,7.549834435,5.567764363,7.211102551,5.656854249,8.485281374,7.211102551,5.196152423,10.67707825,7.211102551,6.32455532,6.708203932,6.08276253,7,5.916079783,5.385164807,8.544003745,4.358898944,7.211102551,5.656854249,7.211102551,3.464101615,5.916079783,0,7.280109889,7,3.741657387,7.141428429,9.643650761,5.196152423,6,6.8556546,7.211102551,7.141428429,7.348469228,5.830951895,5.477225575,0,10.67707825,7.211102551,3.872983346,7.416198487,5.291502622,5.830951895,7.211102551,7.348469228,5.656854249,6.92820323,4.123105626,6.708203932,6.708203932,7.416198487,6.782329983,5.291502622,4.898979486,7.280109889,7.141428429,5.385164807,6,6.8556546,6.164414003,4.69041576,3.872983346,2.645751311,9.949874371,5.477225575,5.291502622,3.605551275,3.741657387,5.916079783,7.211102551,6.633249581,6.32455532,5.099019514,6.92820323,7.211102551,4,6.92820323,5.477225575,6.08276253,9.949874371,6.8556546,8.544003745,3.605551275,7.874007874,7.071067812,7.280109889,4.123105626,5.656854249
apache_shardingsphere-elasticjob,10.67707825,11.22497216,10.81665383,8.888194417,8.544003745,11.18033989,9.273618495,9.055385138,9.949874371,9,9.16515139,9.486832981,8.660254038,9.848857802,8.485281374,10.09950494,7.348469228,9.38083152,9.949874371,0,9.055385138,9.16515139,9.219544457,9.219544457,9.327379053,10.14889157,9.539392014,7.549834435,10.72380529,9.055385138,9.899494937,9.055385138,10.58300524,9.219544457,10.67707825,8.774964387,9.219544457,11.04536102,8.774964387,7.681145748,9.643650761,10,9.110433579,8.831760866,9.110433579,8.94427191,9.591663047,9.486832981,10.67707825,0,9.055385138,11.26942767,8.660254038,10.09950494,9.38083152,8.94427191,8.717797887,9.591663047,8.831760866,11.18033989,9,9.433981132,8.306623863,8.94427191,10.39230485,10.48808848,8.774964387,9,9.643650761,9.486832981,9.110433579,9.591663047,10.95445115,11,11,3.872983346,9.486832981,9.695359715,11.18033989,11.22497216,9.327379053,9.055385138,9.273618495,9.486832981,10.39230485,8.94427191,8.717797887,10.95445115,9.273618495,9.797958971,9.746794345,3.872983346,9.110433579,7.681145748,11.18033989,8.602325267,8.94427191,9,11.26942767,10
OpenFeign_feign,7.745966692,7.745966692,7.681145748,5.744562647,7.549834435,7.549834435,4,0,6.403124237,8.185352772,6.633249581,4.69041576,7.681145748,6.557438524,6,6,7.348469228,6,6.403124237,9.055385138,3.16227766,4,6.244997998,4.123105626,3.872983346,5.916079783,5,6.8556546,7.280109889,0,6.633249581,0,6.480740698,4.582575695,7.211102551,7.937253933,3.31662479,7.348469228,7.937253933,7.416198487,5.196152423,6.164414003,4.123105626,8,1,7.874007874,6,4.69041576,7.211102551,9.055385138,0,7.681145748,7.937253933,7.348469228,4.242640687,6.633249581,7.874007874,4.69041576,4.69041576,7.416198487,3,7.937253933,6.708203932,4.69041576,7.211102551,7.071067812,7.937253933,6.557438524,5,4.472135955,4.795831523,5.830951895,7.874007874,7.549834435,7.141428429,8.426149773,4.69041576,5.099019514,7.549834435,7.615773106,4.358898944,0,4,4.242640687,7.071067812,7.211102551,3.741657387,7.745966692,3.464101615,6.164414003,8.062257748,8.426149773,2.645751311,6.557438524,7.549834435,8.485281374,2.449489743,2.236067977,7.549834435,5.656854249
java-native-access_jna,4.358898944,3,3.741657387,7.348469228,8,2.449489743,6.8556546,7.681145748,5.291502622,7.745966692,7,6.244997998,7.745966692,5.830951895,7.937253933,6.08276253,9.110433579,7.141428429,5.291502622,11.26942767,7.681145748,7,6.92820323,6.782329983,7.071067812,5.291502622,6.164414003,9.273618495,3.741657387,7.681145748,5.744562647,7.681145748,4.123105626,6.633249581,3.872983346,7.211102551,7.211102551,3,7.211102551,10.09950494,6,6.244997998,6.92820323,7.141428429,7.615773106,7.280109889,6.08276253,6.244997998,3.872983346,11.26942767,7.681145748,0,7.348469228,5.385164807,6.557438524,7.549834435,7.280109889,6.244997998,7.416198487,2.828427125,7.348469228,6.633249581,8.246211251,7.280109889,5.744562647,4.795831523,7.211102551,7.071067812,6,6.557438524,7.071067812,6.557438524,4.123105626,3.464101615,2.828427125,10.58300524,6.244997998,5.916079783,2,2.236067977,6.480740698,7.681145748,7,6.557438524,4.795831523,7.416198487,7.681145748,3.31662479,7.141428429,5.567764363,6.164414003,10.58300524,7.348469228,9.055385138,2,8.426149773,7.549834435,7.745966692,2.828427125,5.567764363
apache_storm,7,7.549834435,7.211102551,7.615773106,6.92820323,7.211102551,7.416198487,7.937253933,7.211102551,3.16227766,7.681145748,7,3.464101615,7.211102551,8.062257748,7.416198487,5.744562647,7.681145748,7.211102551,8.660254038,7.810249676,7.416198487,7.211102551,7.348469228,7.745966692,6.782329983,6.92820323,8.485281374,7.211102551,7.937253933,7.141428429,7.937253933,7.280109889,6.782329983,7.416198487,2,7.874007874,7.416198487,2.828427125,9.055385138,6.92820323,7,7.483314774,2.236067977,7.874007874,3.31662479,7,7.141428429,7.416198487,8.660254038,7.937253933,7.348469228,0,5.744562647,7.280109889,7.937253933,2.236067977,7.549834435,7.937253933,7.483314774,7.745966692,8.246211251,7.348469228,7.681145748,7.416198487,7.416198487,2,5.477225575,7.071067812,7.416198487,7.483314774,7.549834435,7.549834435,7.348469228,7.483314774,7.874007874,7.141428429,7.141428429,7.211102551,7.280109889,7.211102551,7.937253933,7.416198487,7.681145748,7.141428429,8.426149773,8.062257748,7,7.810249676,7.280109889,5.656854249,7.745966692,7.615773106,8.602325267,7.211102551,8.185352772,7.549834435,8.124038405,7.483314774,7.280109889
Angel-ML_angel,5.291502622,5.656854249,5.196152423,7.280109889,7,5.385164807,6.92820323,7.348469228,6.08276253,6.403124237,7.348469228,6.480740698,6.08276253,6.403124237,7.615773106,6.32455532,7.483314774,7.211102551,6.08276253,10.09950494,7.348469228,6.92820323,6.8556546,6.8556546,7.280109889,6.557438524,6.403124237,8.426149773,5.196152423,7.348469228,6,7.348469228,5.656854249,6.403124237,5.291502622,5.744562647,7.280109889,5.099019514,5.567764363,9.539392014,6.244997998,6.32455532,6.8556546,5.656854249,7.416198487,5.656854249,6.480740698,6.633249581,5.291502622,10.09950494,7.348469228,5.385164807,5.744562647,0,6.480740698,7.745966692,5.830951895,6.633249581,7.211102551,5.567764363,7.141428429,6.708203932,7.141428429,7.071067812,5.830951895,6.32455532,5.744562647,5.916079783,6.244997998,6.633249581,6.8556546,6.633249581,6,5.744562647,5.196152423,9.327379053,6.633249581,6.32455532,5.196152423,5.291502622,6.557438524,7.348469228,7.071067812,6.782329983,5.477225575,8,7.615773106,5.099019514,7.211102551,6.32455532,4.795831523,9.327379053,7.141428429,8.426149773,5.196152423,7.874007874,7.211102551,7.549834435,5.567764363,5.656854249
JakeWharton_DiskLruCache,6.633249581,6.782329983,6.557438524,5.385164807,7,6.403124237,3.741657387,4.242640687,5.196152423,7.810249676,5.830951895,3.16227766,7.416198487,5.385164807,6,5.656854249,7.211102551,6.164414003,5.196152423,9.38083152,4.242640687,3.741657387,5.916079783,3.872983346,5,5.744562647,3.872983346,7.141428429,6.08276253,4.242640687,6,4.242640687,5.291502622,3.872983346,5.830951895,7.416198487,4.795831523,6.164414003,7.416198487,8.426149773,3.872983346,5.830951895,4.582575695,7.483314774,4.358898944,7.483314774,5.099019514,3.464101615,5.830951895,9.38083152,4.242640687,6.557438524,7.280109889,6.480740698,0,6.32455532,7.483314774,2.828427125,5.099019514,6.557438524,3.31662479,7.280109889,6.08276253,4.898979486,6.480740698,5.830951895,7.416198487,6.557438524,4.358898944,4,5.385164807,5.656854249,6.92820323,6.557438524,5.916079783,8.774964387,3.464101615,4.242640687,6.403124237,6.480740698,3.31662479,4.242640687,4.472135955,4.242640687,6.164414003,6.633249581,5.099019514,6.633249581,4.69041576,5.291502622,7.280109889,8.774964387,3.872983346,7.141428429,6.403124237,8.246211251,4.242640687,4.582575695,6.557438524,4.898979486
real-logic_aeron,7.348469228,7.348469228,7.416198487,7.141428429,7,7.549834435,6.164414003,6.633249581,6.557438524,8.185352772,6.480740698,5.830951895,7.549834435,6.708203932,6.633249581,6.633249581,7.745966692,6.32455532,6.557438524,8.94427191,6.32455532,6.32455532,6.708203932,6.08276253,6.403124237,5.916079783,5.916079783,7.416198487,7.416198487,6.633249581,6,6.633249581,6.92820323,5.744562647,7.211102551,8.062257748,6.403124237,7.348469228,7.937253933,8.660254038,5.916079783,6.480740698,5.916079783,8.124038405,6.557438524,8.124038405,6,5.830951895,7.211102551,8.94427191,6.633249581,7.549834435,7.937253933,7.745966692,6.32455532,0,8,6.32455532,6,7.549834435,6.244997998,8.544003745,7.280109889,6.480740698,7.483314774,7.071067812,8.062257748,7.280109889,6.08276253,6.32455532,6.8556546,6.480740698,7.615773106,7.681145748,7.549834435,8.306623863,5.830951895,6.164414003,7.416198487,7.483314774,6.08276253,6.633249581,6.480740698,6.633249581,7.071067812,6.633249581,6.32455532,7.615773106,6.480740698,6.32455532,8.185352772,8.185352772,6.403124237,7.416198487,7.416198487,7.745966692,6.480740698,6.557438524,7.681145748,6.92820323
sshahine_JFoenix,7.211102551,7.348469228,7.280109889,7.937253933,7,7.141428429,7.483314774,7.874007874,7.141428429,2.645751311,7.615773106,7.071067812,3.31662479,7.280109889,8.246211251,7.348469228,5.656854249,7.745966692,7.141428429,8.717797887,7.874007874,7.615773106,7.280109889,7.416198487,7.937253933,6.557438524,7.141428429,8.544003745,7.416198487,7.874007874,7.211102551,7.874007874,7.211102551,7,7.348469228,1,7.937253933,7.483314774,2.236067977,9,7.141428429,7.071067812,7.681145748,1.414213562,7.810249676,2.449489743,6.92820323,7.211102551,7.348469228,8.717797887,7.874007874,7.280109889,2.236067977,5.830951895,7.483314774,8,0,7.615773106,8,7.280109889,7.810249676,8.185352772,7.549834435,7.874007874,7.483314774,7.483314774,1,5.196152423,7.141428429,7.615773106,7.681145748,7.348469228,7.483314774,7.280109889,7.416198487,7.937253933,7.211102551,7.211102551,7.141428429,7.211102551,7.280109889,7.874007874,7.615773106,7.874007874,7.071067812,8.602325267,8.246211251,7.071067812,7.874007874,7.211102551,5.385164807,7.810249676,7.681145748,8.660254038,7.141428429,8.246211251,7.745966692,8.062257748,7.416198487,7.348469228
evernote_android-job,6.633249581,6.480740698,6.244997998,5.385164807,6.8556546,6.08276253,4,4.69041576,5.196152423,7.937253933,6.164414003,4,7.416198487,5.385164807,6,5.830951895,7.615773106,6.164414003,5.196152423,9.591663047,4.69041576,4.472135955,6.08276253,4.123105626,5,5.385164807,4.358898944,7.280109889,6.08276253,4.69041576,6,4.69041576,4.69041576,4.358898944,5.656854249,7.549834435,4.795831523,6,7.549834435,8.544003745,4.358898944,6,4.582575695,7.615773106,4.795831523,7.615773106,5.099019514,4.242640687,5.656854249,9.591663047,4.69041576,6.244997998,7.549834435,6.633249581,2.828427125,6.32455532,7.615773106,0,5.099019514,6.244997998,3.872983346,7.141428429,6.244997998,5.477225575,6.480740698,5.656854249,7.549834435,6.557438524,4.582575695,4.242640687,5.567764363,5.830951895,6.782329983,6.244997998,5.567764363,8.888194417,4.242640687,4.472135955,6.08276253,6.164414003,3.605551275,4.69041576,4.69041576,4.472135955,6.164414003,6.480740698,5.099019514,6.32455532,4.69041576,5.291502622,7.280109889,8.888194417,4.358898944,7.141428429,6.08276253,8.366600265,4.69041576,4.795831523,6.244997998,5.656854249
mrniko_netty-socketio,7.483314774,7.483314774,7.416198487,5.916079783,7.280109889,7.280109889,4.898979486,4.69041576,6.403124237,8.306623863,6.32455532,5.099019514,7.810249676,6.557438524,4,6.480740698,6.92820323,5.830951895,6.403124237,8.831760866,4.898979486,4.69041576,6.557438524,4.795831523,4.358898944,5.916079783,5.196152423,6.8556546,7.280109889,4.69041576,6.633249581,4.69041576,6.32455532,5,6.92820323,8.062257748,4.123105626,7.211102551,8.062257748,7.937253933,5.385164807,6.633249581,5,8.124038405,4.582575695,8,5.656854249,5.099019514,6.92820323,8.831760866,4.69041576,7.416198487,7.937253933,7.211102551,5.099019514,6,8,5.099019514,0,7.416198487,4.795831523,7.549834435,7,4.472135955,7.348469228,6.92820323,8.062257748,7.280109889,5.385164807,5.099019514,5.744562647,6,7.211102551,7.549834435,7,8.306623863,5.099019514,5.477225575,7.141428429,7.211102551,5,4.69041576,4.472135955,4.898979486,7.211102551,6.480740698,4.69041576,7.483314774,4,6.164414003,7.549834435,8.306623863,4.358898944,6.8556546,7.141428429,7.874007874,4.472135955,4.795831523,7.416198487,6.164414003
lightbend_config,4.358898944,2.236067977,3.464101615,7.071067812,7.874007874,2,7,7.416198487,5.830951895,7.745966692,7.141428429,6.403124237,7.745966692,6.164414003,7.937253933,5.567764363,9.110433579,7.416198487,5.830951895,11.18033989,7.416198487,7.141428429,7.348469228,6.92820323,6.92820323,4.898979486,6.32455532,8.94427191,4,7.416198487,6.08276253,7.416198487,4.358898944,6.782329983,4.123105626,7.211102551,7.071067812,3.31662479,7.211102551,10.09950494,6.164414003,5.916079783,7.211102551,7.141428429,7.348469228,7,6.244997998,6.403124237,4.123105626,11.18033989,7.416198487,2.828427125,7.483314774,5.567764363,6.557438524,7.549834435,7.280109889,6.244997998,7.416198487,0,7.348469228,7.071067812,8.366600265,7.416198487,5.196152423,4.795831523,7.211102551,7.071067812,6.164414003,6.708203932,6.633249581,6.403124237,4.358898944,3.16227766,3.16227766,10.58300524,6.403124237,6.08276253,2,1.732050808,6.782329983,7.416198487,7.280109889,6.8556546,4.795831523,7.681145748,7.549834435,3,7,6.08276253,6,10.48808848,7.211102551,9.055385138,2,8.306623863,7.681145748,7.483314774,1.414213562,5.567764363
square_otto,7.416198487,7.549834435,7.348469228,5.656854249,7.211102551,7.211102551,2.645751311,3,6,8.124038405,6.244997998,3.872983346,7.615773106,6.164414003,5.744562647,5.916079783,7.141428429,6.08276253,6,9,3.872983346,3,6,2.828427125,4.472135955,5.830951895,4.242640687,6.782329983,6.92820323,3,6.244997998,3,6.08276253,4,6.708203932,7.874007874,4,7,7.874007874,7.745966692,4.472135955,6.08276253,4,7.937253933,3.16227766,7.810249676,5.567764363,3.872983346,6.708203932,9,3,7.348469228,7.745966692,7.141428429,3.31662479,6.244997998,7.810249676,3.872983346,4.795831523,7.348469228,0,7.615773106,6.164414003,4.582575695,7.141428429,6.557438524,7.874007874,6.633249581,4.242640687,3.31662479,5.291502622,5.744562647,7.549834435,7.348469228,6.782329983,8.366600265,3.872983346,4.358898944,7.211102551,7.280109889,3.464101615,3,4.123105626,4.123105626,6.708203932,6.8556546,4.123105626,7.416198487,4.123105626,5.744562647,7.874007874,8.366600265,2.828427125,6.782329983,7.211102551,8.426149773,3,3.464101615,7.348469228,5.385164807
apache_jmeter,6.708203932,7.141428429,6.633249581,7.071067812,8.124038405,6.782329983,7.280109889,7.937253933,7.071067812,8.602325267,8.426149773,7.280109889,8.485281374,7.211102551,7.681145748,7.937253933,8.185352772,7.549834435,7.071067812,9.433981132,7.937253933,7.280109889,7.483314774,7.211102551,7.874007874,7.874007874,7.348469228,7.745966692,6.633249581,7.937253933,7.937253933,7.937253933,7.280109889,7.211102551,6.708203932,8.124038405,7.874007874,6.8556546,8.124038405,9.055385138,7.348469228,8.185352772,7.348469228,8.062257748,8,8.185352772,7.681145748,7.280109889,6.708203932,9.433981132,7.937253933,6.633249581,8.246211251,6.708203932,7.280109889,8.544003745,8.185352772,7.141428429,7.549834435,7.071067812,7.615773106,0,7.874007874,7.549834435,7.681145748,6.8556546,8.124038405,7.874007874,6.92820323,7.141428429,8,7.810249676,6.8556546,7.211102551,6.633249581,8.831760866,7.280109889,7,6.782329983,6.8556546,7.071067812,7.937253933,7.416198487,7.681145748,7,7.141428429,7.810249676,6.708203932,7.810249676,7.280109889,7.211102551,8.94427191,7.745966692,8,6.782329983,8.062257748,7.810249676,8,7.071067812,6.708203932
scribejava_scribejava,7.681145748,8.426149773,8.124038405,6.32455532,6.480740698,8.124038405,5.916079783,6.708203932,6.480740698,7.874007874,6.8556546,6.244997998,7.348469228,6.480740698,7,7.810249676,7.416198487,7.141428429,6.480740698,8.306623863,6.708203932,6.08276253,6.32455532,6,6.92820323,7.483314774,6.480740698,6.782329983,7.874007874,6.708203932,7.141428429,6.708203932,7.280109889,6.32455532,7.416198487,7.483314774,6.92820323,7.937253933,7.483314774,7.745966692,6.32455532,7.416198487,6.480740698,7.549834435,6.782329983,7.810249676,6.244997998,6.403124237,7.416198487,8.306623863,6.708203932,8.246211251,7.348469228,7.141428429,6.08276253,7.280109889,7.549834435,6.244997998,7,8.366600265,6.164414003,7.874007874,0,6.403124237,7.549834435,7.141428429,7.483314774,6.782329983,6.480740698,5.916079783,6.92820323,7.141428429,7.810249676,8.246211251,7.874007874,7.483314774,6.403124237,6.557438524,8.124038405,8.185352772,6.164414003,6.708203932,6.403124237,6.557438524,7.810249676,7.141428429,6.557438524,8.185352772,6.8556546,6.557438524,7.745966692,7.483314774,6.633249581,6.480740698,8.124038405,8.062257748,6.557438524,6.92820323,8.366600265,7.416198487
springfox_springfox,7.348469228,7.483314774,7.280109889,6.08276253,7.141428429,7.280109889,4.472135955,4.69041576,6.244997998,8.185352772,5.830951895,4.898979486,7.549834435,6.403124237,5.477225575,6.782329983,7.211102551,6.480740698,6.244997998,8.94427191,4.898979486,3.741657387,5.744562647,4.582575695,4.358898944,6.08276253,5,7.141428429,7,4.69041576,6.480740698,4.69041576,6.480740698,4.582575695,6.782329983,7.937253933,4.582575695,6.92820323,7.937253933,8.426149773,5,6.480740698,4.358898944,8,4.582575695,7.874007874,5.656854249,4.898979486,6.782329983,8.94427191,4.69041576,7.280109889,7.681145748,7.071067812,4.898979486,6.480740698,7.874007874,5.477225575,4.472135955,7.416198487,4.582575695,7.549834435,6.403124237,0,7.211102551,6.782329983,7.937253933,6.8556546,5.196152423,4.472135955,5.744562647,6.480740698,7.211102551,7.280109889,7,8.660254038,4.898979486,5.291502622,7.141428429,7.211102551,4.795831523,4.69041576,4,4.898979486,6.92820323,6.92820323,4.898979486,7.348469228,4.472135955,6,7.549834435,8.660254038,4.358898944,6.8556546,7.141428429,8.246211251,4.242640687,5,7.416198487,5.830951895
