,NaN,google_google,Sun_Sun,apache_shardingsphere,dromara_shenyu,dromara_hmily,apereo_cas,apache_incubator-heron,androidannotations_androidannotations,Tencent_tinker,scribejava_scribejava,powermock_powermock,redisson_redisson,skylot_jadx,halo-dev_halo,alibaba_nacos,citerus_dddsample-core,Netflix_Hystrix,TeamNewPipe_NewPipe,Netflix_zuul,Netflix_eureka,OpenFeign_feign,Netflix_ribbon,apache_hive,Netflix_SimianArmy,real-logic_aeron,apache_camel,Genymobile_gnirehtet,oracle_graal,apache_storm,square_otto,Alluxio_alluxio,sshahine_JFoenix,mrniko_netty-socketio,springfox_springfox,zxing_zxing,prestodb_presto,pockethub_PocketHub,apache_zookeeper,grpc_grpc-java,mybatis_generator,oblac_jodd,OpenAPITools_openapi-generator,Activiti_Activiti,mapstruct_mapstruct,brianfrankcooper_YCSB,apache_hadoop,ChrisRM_material-theme-jetbrains,apache_kafka,orhanobut_logger,apache_jmeter,micronaut-projects_micronaut-core,JakeWharton_butterknife,zhihu_Matisse,roboguice_roboguice,lingochamp_FileDownloader,airbnb_DeepLinkDispatch,JakeWharton_DiskLruCache,orhanobut_dialogplus,JodaOrg_joda-time,square_picasso,apache_pulsar,square_dagger,evernote_android-job,square_android-times-square,Tencent_VasSonic,dropwizard_metrics,apache_skywalking,Tencent_matrix,Karumi_Dexter,apache_flink,apache_druid,HotBitmapGG_bilibili-android-client,apache_rocketmq-externals,AntennaPod_AntennaPod,seata_seata,apache_rocketmq,apache_beam,oracle_opengrok,Angel-ML_angel,pinpoint-apm_pinpoint,debezium,apache_ignite,apache_tomcat,wildfly_wildfly,elastic_elasticsearch,JakeWharton_ViewPagerIndicator,hibernate_hibernate-orm,liaohuqiu_android-Ultra-Pull-To-Refresh,JakeWharton_ActionBarSherlock,realm_realm-java,apache_dubbo,junit-team_junit5,openjdk_jdk,JakeWharton_NineOldAndroids,runelite_runelite,bjmashibing_InternetArchitect,java-native-access_jna,ReactiveX_RxJava,lightbend_config,querydsl_querydsl,eugenp_tutorials,quartz-scheduler_quartz,Atmosphere_atmosphere
0,,1.0,0.28865979381443296,0.3851851851851852,0.4262295081967213,0.43333333333333335,0.3387096774193548,0.2807017543859649,0.2857142857142857,0.5888888888888889,0.3333333333333333,0.24509803921568626,0.23469387755102042,0.3793103448275862,0.9672131147540983,0.8181818181818182,0.25,0.26595744680851063,0.27956989247311825,0.26595744680851063,0.26595744680851063,0.26595744680851063,0.26595744680851063,0.2268041237113402,0.26881720430107525,0.2717391304347826,0.17,0.2717391304347826,0.26373626373626374,0.8095238095238095,0.25274725274725274,0.5405405405405406,0.8524590163934426,0.22826086956521738,0.24175824175824176,0.23076923076923078,0.3023255813953488,0.8360655737704918,0.23076923076923078,0.7777777777777778,0.8360655737704918,0.25842696629213485,0.819672131147541,0.7903225806451613,0.26136363636363635,0.23333333333333334,0.2222222222222222,0.25,0.25287356321839083,0.25287356321839083,0.17391304347826086,0.2413793103448276,0.25882352941176473,0.2619047619047619,0.19318181818181818,0.3,0.2682926829268293,0.24096385542168675,0.2261904761904762,0.24096385542168675,0.2692307692307692,0.2692307692307692,0.25316455696202533,0.2073170731707317,0.25316455696202533,0.2564102564102564,0.27631578947368424,0.23076923076923078,0.24675324675324675,0.24675324675324675,0.21794871794871795,0.23376623376623376,0.23376623376623376,0.23376623376623376,0.4461538461538462,0.21052631578947367,0.21052631578947367,0.16666666666666666,0.19736842105263158,0.3484848484848485,0.2647058823529412,0.125,0.17391304347826086,0.06666666666666667,0.08450704225352113,0.11594202898550725,0.11594202898550725,0.08450704225352113,0.08695652173913043,0.08695652173913043,0.07246376811594203,0.06060606060606061,0.06060606060606061,0.045454545454545456,0.030303030303030304,0.0625,0.06349206349206349,0.03125,0.031746031746031744,0.015873015873015872,0.0,0.01639344262295082,0.01639344262295082,0.01639344262295082
1,,0.28865979381443296,1.0,0.39705882352941174,0.416,0.4112903225806452,0.5089285714285714,0.5204081632653061,0.48484848484848486,0.43137254901960786,0.45555555555555555,0.25,0.5121951219512195,0.33695652173913043,0.29473684210526313,0.3516483516483517,0.921875,0.90625,0.8484848484848485,0.90625,0.90625,0.90625,0.90625,0.7183098591549296,0.890625,0.4457831325301205,0.36363636363636365,0.8181818181818182,0.4936708860759494,0.2717391304347826,0.7727272727272727,0.4268292682926829,0.27472527472527475,0.6111111111111112,0.6111111111111112,0.5131578947368421,0.45569620253164556,0.26373626373626374,0.7692307692307693,0.26373626373626374,0.26373626373626374,0.796875,0.25274725274725274,0.26666666666666666,0.6764705882352942,0.7538461538461538,0.7121212121212122,0.7121212121212122,0.38271604938271603,0.6716417910447762,0.24719101123595505,0.6086956521739131,0.6666666666666666,0.6515151515151515,0.6363636363636364,0.5970149253731343,0.6212121212121212,0.6307692307692307,0.6060606060606061,0.4520547945205479,0.5692307692307692,0.4166666666666667,0.5692307692307692,0.5692307692307692,0.5692307692307692,0.5303030303030303,0.4084507042253521,0.33783783783783783,0.5,0.5230769230769231,0.4,0.32432432432432434,0.5076923076923077,0.38028169014084506,0.1686746987951807,0.3380281690140845,0.3380281690140845,0.25333333333333335,0.42424242424242425,0.21052631578947367,0.36923076923076925,0.2,0.2,0.16901408450704225,0.19402985074626866,0.0958904109589041,0.25,0.08108108108108109,0.14705882352941177,0.14705882352941177,0.1323529411764706,0.057971014492753624,0.08955223880597014,0.09090909090909091,0.109375,0.07575757575757576,0.029411764705882353,0.029850746268656716,0.030303030303030304,0.046875,0.046875,0.015625,0.015625,0.015625
2,,0.3851851851851852,0.39705882352941174,1.0,0.8818897637795275,0.8809523809523809,0.593103448275862,0.562962962962963,0.5714285714285714,0.5877862595419847,0.4732824427480916,0.44360902255639095,0.4418604651162791,0.43410852713178294,0.39097744360902253,0.4230769230769231,0.39097744360902253,0.38345864661654133,0.38345864661654133,0.38345864661654133,0.38345864661654133,0.38345864661654133,0.38345864661654133,0.4153846153846154,0.37593984962406013,0.3893129770992366,0.3893129770992366,0.3893129770992366,0.34328358208955223,0.4094488188976378,0.3769230769230769,0.3769230769230769,0.4015748031496063,0.390625,0.3798449612403101,0.3828125,0.3511450381679389,0.3937007874015748,0.3511450381679389,0.3937007874015748,0.3937007874015748,0.36153846153846153,0.3858267716535433,0.375,0.3435114503816794,0.3435114503816794,0.33587786259541985,0.35658914728682173,0.3488372093023256,0.3488372093023256,0.32061068702290074,0.3515625,0.3333333333333333,0.3359375,0.3076923076923077,0.33070866141732286,0.3203125,0.3125,0.3023255813953488,0.2923076923076923,0.29133858267716534,0.24242424242424243,0.29133858267716534,0.28125,0.29133858267716534,0.28346456692913385,0.2755905511811024,0.24806201550387597,0.2677165354330709,0.2677165354330709,0.22137404580152673,0.24031007751937986,0.25984251968503935,0.25,0.25196850393700787,0.2265625,0.2265625,0.18181818181818182,0.21875,0.203125,0.1889763779527559,0.140625,0.14960629921259844,0.11538461538461539,0.109375,0.109375,0.11811023622047244,0.08396946564885496,0.10236220472440945,0.10236220472440945,0.09448818897637795,0.07142857142857142,0.0546875,0.046875,0.047244094488188976,0.0390625,0.047619047619047616,0.015503875968992248,0.015625,0.015748031496062992,0.0078125,0.007936507936507936,0.007936507936507936,0.007936507936507936
3,,0.4262295081967213,0.416,0.8818897637795275,1.0,0.9649122807017544,0.6029411764705882,0.6097560975609756,0.5806451612903226,0.5983606557377049,0.5254237288135594,0.4435483870967742,0.44166666666666665,0.4700854700854701,0.43333333333333335,0.4700854700854701,0.4098360655737705,0.4132231404958678,0.4132231404958678,0.4132231404958678,0.4132231404958678,0.4132231404958678,0.4132231404958678,0.4369747899159664,0.4049586776859504,0.42016806722689076,0.39669421487603307,0.42016806722689076,0.38016528925619836,0.45614035087719296,0.4067796610169492,0.4188034188034188,0.4473684210526316,0.41025641025641024,0.375,0.4017094017094017,0.3898305084745763,0.43859649122807015,0.36666666666666664,0.43859649122807015,0.43859649122807015,0.3898305084745763,0.4298245614035088,0.41739130434782606,0.3697478991596639,0.35833333333333334,0.35,0.38461538461538464,0.29838709677419356,0.37606837606837606,0.3445378151260504,0.3559322033898305,0.3706896551724138,0.3739130434782609,0.3305084745762712,0.3684210526315789,0.3565217391304348,0.33620689655172414,0.33620689655172414,0.3135593220338983,0.32456140350877194,0.2796610169491525,0.32456140350877194,0.3130434782608696,0.32456140350877194,0.3274336283185841,0.2956521739130435,0.27586206896551724,0.30973451327433627,0.2982456140350877,0.2564102564102564,0.2672413793103448,0.2894736842105263,0.2782608695652174,0.26956521739130435,0.25217391304347825,0.25217391304347825,0.211864406779661,0.23275862068965517,0.23684210526315788,0.21052631578947367,0.14655172413793102,0.16666666666666666,0.1282051282051282,0.13157894736842105,0.11206896551724138,0.1415929203539823,0.08403361344537816,0.12389380530973451,0.12389380530973451,0.11504424778761062,0.07017543859649122,0.07017543859649122,0.06140350877192982,0.061946902654867256,0.043478260869565216,0.05309734513274336,0.02608695652173913,0.017391304347826087,0.017543859649122806,0.008695652173913044,0.008849557522123894,0.008849557522123894,0.008849557522123894
4,,0.43333333333333335,0.4112903225806452,0.8809523809523809,0.9649122807017544,1.0,0.5766423357664233,0.5934959349593496,0.5772357723577236,0.6083333333333333,0.5213675213675214,0.45081967213114754,0.425,0.46551724137931033,0.4406779661016949,0.4782608695652174,0.4049586776859504,0.4083333333333333,0.4083333333333333,0.4083333333333333,0.4083333333333333,0.4083333333333333,0.4083333333333333,0.4444444444444444,0.4,0.42735042735042733,0.39166666666666666,0.4152542372881356,0.3865546218487395,0.4642857142857143,0.4017094017094017,0.41379310344827586,0.45535714285714285,0.4051724137931034,0.3697478991596639,0.42105263157894735,0.38461538461538464,0.44642857142857145,0.3728813559322034,0.44642857142857145,0.44642857142857145,0.38461538461538464,0.4375,0.4247787610619469,0.3644067796610169,0.3644067796610169,0.3559322033898305,0.3793103448275862,0.30327868852459017,0.3706896551724138,0.3277310924369748,0.3620689655172414,0.3652173913043478,0.3684210526315789,0.3247863247863248,0.36283185840707965,0.3508771929824561,0.33043478260869563,0.33043478260869563,0.31896551724137934,0.3185840707964602,0.27350427350427353,0.3185840707964602,0.30701754385964913,0.3185840707964602,0.32142857142857145,0.3008849557522124,0.26956521739130435,0.30357142857142855,0.2920353982300885,0.25,0.2719298245614035,0.2831858407079646,0.2719298245614035,0.2743362831858407,0.24561403508771928,0.24561403508771928,0.19491525423728814,0.23684210526315788,0.23008849557522124,0.21428571428571427,0.14912280701754385,0.16964285714285715,0.13043478260869565,0.12389380530973451,0.11403508771929824,0.13392857142857142,0.08547008547008547,0.11607142857142858,0.11607142857142858,0.10714285714285714,0.07142857142857142,0.061946902654867256,0.05309734513274336,0.05357142857142857,0.04424778761061947,0.05405405405405406,0.017543859649122806,0.017699115044247787,0.017857142857142856,0.008849557522123894,0.009009009009009009,0.009009009009009009,0.009009009009009009
5,,0.3387096774193548,0.5089285714285714,0.593103448275862,0.6029411764705882,0.5766423357664233,1.0,0.532258064516129,0.5284552845528455,0.48412698412698413,0.4827586206896552,0.3153846153846154,0.43478260869565216,0.36666666666666664,0.3442622950819672,0.36666666666666664,0.4774774774774775,0.4954128440366973,0.46846846846846846,0.4954128440366973,0.4954128440366973,0.4954128440366973,0.4954128440366973,0.46846846846846846,0.48623853211009177,0.3644067796610169,0.3644067796610169,0.4636363636363636,0.41964285714285715,0.31666666666666665,0.44954128440366975,0.38596491228070173,0.31932773109243695,0.42727272727272725,0.37719298245614036,0.39285714285714285,0.3565217391304348,0.31092436974789917,0.43119266055045874,0.31092436974789917,0.31092436974789917,0.43119266055045874,0.3025210084033613,0.3025210084033613,0.3963963963963964,0.42201834862385323,0.4,0.375,0.31896551724137934,0.39090909090909093,0.29914529914529914,0.36936936936936937,0.3853211009174312,0.3888888888888889,0.37962962962962965,0.37037037037037035,0.37037037037037035,0.3486238532110092,0.3486238532110092,0.3611111111111111,0.3364485981308411,0.2543859649122807,0.3364485981308411,0.32407407407407407,0.3364485981308411,0.3148148148148148,0.2702702702702703,0.25,0.2962962962962963,0.32075471698113206,0.25225225225225223,0.21929824561403508,0.3113207547169811,0.25225225225225223,0.1896551724137931,0.22522522522522523,0.22522522522522523,0.18421052631578946,0.25,0.1875,0.21495327102803738,0.1574074074074074,0.1574074074074074,0.12727272727272726,0.12037037037037036,0.1,0.14150943396226415,0.11009174311926606,0.12264150943396226,0.12264150943396226,0.102803738317757,0.045871559633027525,0.06542056074766354,0.056074766355140186,0.06666666666666667,0.05660377358490566,0.027777777777777776,0.03773584905660377,0.02830188679245283,0.02857142857142857,0.018867924528301886,0.009523809523809525,0.009523809523809525,0.009523809523809525
6,,0.2807017543859649,0.5204081632653061,0.562962962962963,0.6097560975609756,0.5934959349593496,0.532258064516129,1.0,0.696969696969697,0.4778761061946903,0.5670103092783505,0.4380952380952381,0.5104166666666666,0.46938775510204084,0.2857142857142857,0.34579439252336447,0.5,0.5376344086021505,0.5376344086021505,0.5376344086021505,0.5376344086021505,0.5376344086021505,0.5376344086021505,0.5543478260869565,0.5268817204301075,0.4387755102040816,0.41,0.5161290322580645,0.5444444444444444,0.3018867924528302,0.5,0.46808510638297873,0.29245283018867924,0.4891304347826087,0.4891304347826087,0.4945054945054945,0.5111111111111111,0.2830188679245283,0.4782608695652174,0.2830188679245283,0.2830188679245283,0.4945054945054945,0.27358490566037735,0.27358490566037735,0.4673913043478261,0.4835164835164835,0.4888888888888889,0.4888888888888889,0.35714285714285715,0.4777777777777778,0.3469387755102041,0.3894736842105263,0.47191011235955055,0.4606741573033708,0.4175824175824176,0.43820224719101125,0.45454545454545453,0.42696629213483145,0.42696629213483145,0.4111111111111111,0.3977272727272727,0.38202247191011235,0.3977272727272727,0.41379310344827586,0.3977272727272727,0.40229885057471265,0.4069767441860465,0.34831460674157305,0.3793103448275862,0.3793103448275862,0.32222222222222224,0.3076923076923077,0.367816091954023,0.38372093023255816,0.21649484536082475,0.3488372093023256,0.3488372093023256,0.29213483146067415,0.29213483146067415,0.22826086956521738,0.27906976744186046,0.23529411764705882,0.16666666666666666,0.20930232558139536,0.1744186046511628,0.1348314606741573,0.16091954022988506,0.16091954022988506,0.1511627906976744,0.1511627906976744,0.12643678160919541,0.06818181818181818,0.06818181818181818,0.09411764705882353,0.06976744186046512,0.06976744186046512,0.04597701149425287,0.046511627906976744,0.022988505747126436,0.03529411764705882,0.023255813953488372,0.011764705882352941,0.011764705882352941,0.011764705882352941
7,,0.2857142857142857,0.48484848484848486,0.5714285714285714,0.5806451612903226,0.5772357723577236,0.5284552845528455,0.696969696969697,1.0,0.5,0.5306122448979592,0.4056603773584906,0.5543478260869565,0.5268817204301075,0.2909090909090909,0.3523809523809524,0.49473684210526314,0.5,0.5161290322580645,0.5,0.5,0.5,0.5,0.532608695652174,0.48936170212765956,0.4329896907216495,0.40404040404040403,0.4631578947368421,0.4574468085106383,0.3076923076923077,0.4945054945054945,0.4166666666666667,0.2980769230769231,0.4835164835164835,0.45161290322580644,0.4725274725274725,0.4725274725274725,0.28846153846153844,0.45652173913043476,0.28846153846153844,0.28846153846153844,0.4725274725274725,0.27884615384615385,0.27884615384615385,0.43010752688172044,0.46153846153846156,0.4666666666666667,0.41935483870967744,0.35051546391752575,0.48863636363636365,0.3684210526315789,0.3684210526315789,0.449438202247191,0.43820224719101125,0.3804347826086957,0.4157303370786517,0.4,0.42045454545454547,0.4044943820224719,0.3888888888888889,0.3595505617977528,0.32967032967032966,0.375,0.39080459770114945,0.375,0.3793103448275862,0.367816091954023,0.2967032967032967,0.3563218390804598,0.3563218390804598,0.3,0.25806451612903225,0.3448275862068966,0.32954545454545453,0.23404255319148937,0.29545454545454547,0.29545454545454547,0.2696629213483146,0.2840909090909091,0.21978021978021978,0.2857142857142857,0.21176470588235294,0.14444444444444443,0.13333333333333333,0.125,0.13793103448275862,0.1511627906976744,0.13793103448275862,0.1411764705882353,0.1411764705882353,0.10344827586206896,0.06976744186046512,0.05747126436781609,0.05813953488372093,0.058823529411764705,0.07142857142857142,0.047058823529411764,0.011494252873563218,0.023529411764705882,0.03614457831325301,0.023809523809523808,0.012048192771084338,0.0,0.0
8,,0.5888888888888889,0.43137254901960786,0.5877862595419847,0.5983606557377049,0.6083333333333333,0.48412698412698413,0.4778761061946903,0.5,1.0,0.46078431372549017,0.38317757009345793,0.4639175257731959,0.4536082474226804,0.6022727272727273,0.6588235294117647,0.42424242424242425,0.44329896907216493,0.44329896907216493,0.44329896907216493,0.44329896907216493,0.44329896907216493,0.44329896907216493,0.41414141414141414,0.4329896907216495,0.3939393939393939,0.35294117647058826,0.4375,0.37373737373737376,0.6071428571428571,0.45161290322580644,0.5340909090909091,0.6144578313253012,0.4725274725274725,0.44086021505376344,0.3711340206185567,0.3854166666666667,0.6024096385542169,0.4,0.5833333333333334,0.6024096385542169,0.43010752688172044,0.5903614457831325,0.5714285714285714,0.41935483870967744,0.40425531914893614,0.37894736842105264,0.39361702127659576,0.3829787234042553,0.4444444444444444,0.3163265306122449,0.3723404255319149,0.4222222222222222,0.42696629213483145,0.3695652173913043,0.45348837209302323,0.45348837209302323,0.4090909090909091,0.37777777777777777,0.3626373626373626,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.34831460674157305,0.42857142857142855,0.4,0.38823529411764707,0.3146067415730337,0.3764705882352941,0.39285714285714285,0.3333333333333333,0.3181818181818182,0.38095238095238093,0.3333333333333333,0.4024390243902439,0.2988505747126437,0.2988505747126437,0.21739130434782608,0.28735632183908044,0.3253012048192771,0.27380952380952384,0.18604651162790697,0.18604651162790697,0.10989010989010989,0.13953488372093023,0.13953488372093023,0.18072289156626506,0.12643678160919541,0.14285714285714285,0.14285714285714285,0.10465116279069768,0.08333333333333333,0.07058823529411765,0.058823529411764705,0.07228915662650602,0.07228915662650602,0.060240963855421686,0.023529411764705882,0.023809523809523808,0.011904761904761904,0.0,0.012195121951219513,0.012195121951219513,0.012195121951219513
9,,0.3333333333333333,0.45555555555555555,0.4732824427480916,0.5254237288135594,0.5213675213675214,0.4827586206896552,0.5670103092783505,0.5306122448979592,0.46078431372549017,1.0,0.3434343434343434,0.4431818181818182,0.5,0.3404255319148936,0.4,0.4482758620689655,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.4880952380952381,0.4588235294117647,0.3977272727272727,0.41379310344827586,0.4819277108433735,0.4069767441860465,0.3793103448275862,0.5189873417721519,0.4457831325301205,0.3522727272727273,0.4166666666666667,0.4875,0.4936708860759494,0.4936708860759494,0.3563218390804598,0.42168674698795183,0.3563218390804598,0.3563218390804598,0.4567901234567901,0.3448275862068966,0.3146067415730337,0.4810126582278481,0.4268292682926829,0.4146341463414634,0.46835443037974683,0.41975308641975306,0.5131578947368421,0.29545454545454547,0.4074074074074074,0.527027027027027,0.5135135135135135,0.44155844155844154,0.4666666666666667,0.4864864864864865,0.4931506849315068,0.5138888888888888,0.3625,0.4583333333333333,0.3125,0.4383561643835616,0.4583333333333333,0.4383561643835616,0.4246575342465753,0.4507042253521127,0.4166666666666667,0.43661971830985913,0.4166666666666667,0.24691358024691357,0.32894736842105265,0.4027777777777778,0.4027777777777778,0.25,0.4,0.4,0.2597402597402597,0.27631578947368424,0.3013698630136986,0.24324324324324326,0.2608695652173913,0.17567567567567569,0.1780821917808219,0.18571428571428572,0.16901408450704225,0.22058823529411764,0.1527777777777778,0.19117647058823528,0.19117647058823528,0.1267605633802817,0.07042253521126761,0.05555555555555555,0.08695652173913043,0.08823529411764706,0.07246376811594203,0.04285714285714286,0.02857142857142857,0.0,0.0,0.0,0.014925373134328358,0.014925373134328358,0.014925373134328358
